,symbol,signal,potential_fill_price,order_type,priority,risk_adjuster,Date,market,status,closing_date
0,KR,1,N/A,MOC,N/A,1,2025-05-14,US-Equity-SNP,pending,2025-05-15
1,CNP,1,N/A,MOC,N/A,1,2025-05-14,US-Equity-SNP,pending,2025-05-15
