,Symbol,Count,Count_Long,Count_Short,win,win_long,win_short,PnL_ratio_mean,PnL_ratio_long_mean,PnL_ratio_short_mean,TP_Touches,TP_Touches_long,TP_Touches_short,Len_of_traded_days
289,PTC,3,3,0,0.6666666666666666,0.6666666666666666,,0.013268021856134744,0.013268021856134744,,0.0,0.0,,3
290,GRMN,10,7,3,0.3,0.2857142857142857,0.3333333333333333,-0.007611939338586293,-0.010269185655501101,-0.0014116979324517408,0.0,0.0,0.0,10
291,GPC,7,2,5,0.2857142857142857,0.0,0.4,-0.00862227640280883,-0.022766553443446583,-0.002964565586553728,0.0,0.0,0.0,7
292,NDAQ,6,6,0,0.6666666666666666,0.6666666666666666,,0.006524887842587222,0.006524887842587222,,0.0,0.0,,5
293,STLD,17,7,10,0.5294117647058824,0.5714285714285714,0.5,-0.0008788533449158023,0.007564764516045936,-0.006789385847589017,0.0,0.0,0.0,13
294,BAX,25,23,2,0.64,0.6086956521739131,1.0,-0.0005533117609630607,-0.0036463046894102845,0.035016106916180005,0.0,0.0,0.0,14
295,ARE,9,9,0,0.2222222222222222,0.2222222222222222,,-0.005830431269755161,-0.005830431269755161,,0.0,0.0,,9
296,CNP,3,2,1,0.6666666666666666,0.5,1.0,0.0037725501167827115,-0.0032101347383439536,0.01773791982703604,0.0,0.0,0.0,3
297,CLX,5,1,4,0.6,0.0,0.75,0.002690356812897989,-0.006881108894216846,0.005083223239676698,0.0,0.0,0.0,2
298,EXPD,1,1,0,1.0,1.0,,0.03432018253061631,0.03432018253061631,,0.0,0.0,,1
299,BALL,8,4,4,0.375,0.25,0.5,-0.0013757368988402533,-0.006550890345664838,0.0037994165479843314,0.0,0.0,0.0,8
300,AKAM,17,13,4,0.4117647058823529,0.38461538461538464,0.5,-0.0017114685118811142,-0.004439800795363443,0.007155611409436451,0.0,0.0,0.0,13
301,EG,7,5,2,0.42857142857142855,0.4,0.5,-0.0020387392140389427,-0.0049444267719199325,0.005225479680663532,0.0,0.0,0.0,4
302,BRO,5,3,2,0.4,0.0,1.0,-0.002667421957542537,-0.021750615764913828,0.0259573687535144,0.0,0.0,0.0,3
303,HOLX,2,1,1,0.5,0.0,1.0,0.0095397258414179,-0.0011389372330922185,0.020218388915928018,0.0,0.0,0.0,2
304,FDS,15,13,2,0.4666666666666667,0.5384615384615384,0.0,0.005061009320976967,0.006484111420527312,-0.004189154326100272,0.0,0.0,0.0,11
305,ILMN,36,18,18,0.6388888888888888,0.7222222222222222,0.5555555555555556,0.004661418303051741,0.0069320625094079005,0.00239077409669558,0.0,0.0,0.0,26
306,LVS,19,11,8,0.42105263157894735,0.36363636363636365,0.5,-0.014455853837568944,-0.0152940031824927,-0.013303398488298784,0.0,0.0,0.0,15
307,TYL,3,0,3,0.0,,0.0,-0.036684586577419596,,-0.036684586577419596,0.0,,0.0,3
308,FSLR,71,28,43,0.5070422535211268,0.4642857142857143,0.5348837209302325,-0.00453323180933781,-0.0014055693682934307,-0.006569849212808568,0.0,0.0,0.0,62
309,WAT,11,10,1,0.5454545454545454,0.5,1.0,-0.002171911031545473,-0.0028557780396970783,0.004666759049970577,0.0,0.0,0.0,11
310,COO,11,3,8,0.2727272727272727,0.0,0.375,-0.011267870043528635,-0.018988348569632687,-0.008372690596239615,0.0,0.0,0.0,10
311,HBAN,4,3,1,0.25,0.3333333333333333,0.0,-0.019255389329007954,-0.018931396192309782,-0.020227368739102473,0.0,0.0,0.0,2
312,VLTO,5,5,0,0.8,0.8,,0.014993521828181224,0.014993521828181224,,0.0,0.0,,0
313,NTRS,10,6,4,0.5,0.3333333333333333,0.75,-0.004550677675517243,-0.019771853197857955,0.018281085607993817,0.0,0.0,0.0,5
314,PFG,1,1,0,1.0,1.0,,0.005744136057047514,0.005744136057047514,,0.0,0.0,,1
315,MKC,22,13,9,0.3181818181818182,0.15384615384615385,0.5555555555555556,-0.013029323907917568,-0.023658682092118546,0.002324193469261616,0.0,0.0,0.0,17
316,RF,10,10,0,0.3,0.3,,0.004046740081618892,0.004046740081618892,,0.0,0.0,,6
317,BG,8,4,4,0.375,0.25,0.5,-0.005322608245294524,-0.03463242773593056,0.023987211245341512,0.0,0.0,0.0,4
318,J,6,6,0,0.5,0.5,,0.005367865938219577,0.005367865938219577,,0.0,0.0,,6
319,AXON,17,3,14,0.47058823529411764,0.0,0.5714285714285714,-0.006839520305955901,-0.0016501665281427379,-0.007951524686915864,0.0,0.0,0.0,14
320,HUBB,6,1,5,0.0,0.0,0.0,-0.03431041814824951,-0.07078037620534389,-0.027016426536830635,0.0,0.0,0.0,6
321,OMC,7,6,1,0.5714285714285714,0.6666666666666666,0.0,-0.012472055567520495,-0.0044048963787769865,-0.06087501069998154,0.0,0.0,0.0,6
322,CINF,2,1,1,1.0,1.0,1.0,0.026217326788415575,0.010066335579146875,0.04236831799768427,0.0,0.0,0.0,2
323,LUV,32,21,11,0.53125,0.5238095238095238,0.5454545454545454,0.005270178935097729,0.003529985852221205,0.00859236572968018,0.0,0.0,0.0,29
324,CCL,44,22,22,0.4318181818181818,0.5454545454545454,0.3181818181818182,0.0009004697491125659,0.012174803889552667,-0.010373864391327533,0.0,0.0,0.0,42
325,ALGN,44,23,21,0.4090909090909091,0.391304347826087,0.42857142857142855,-0.0058345905907556455,-0.007545381233870761,-0.0039608675054390915,0.0,0.0,0.0,36
326,SWKS,17,13,4,0.35294117647058826,0.38461538461538464,0.25,-0.01596818523474177,-0.01361808641978082,-0.023606006383364873,0.0,0.0,0.0,17
327,JBHT,7,6,1,0.2857142857142857,0.16666666666666666,1.0,-0.01609635109819751,-0.01963022789283014,0.005106909669598252,0.0,0.0,0.0,7
328,WDC,42,6,36,0.47619047619047616,0.5,0.4722222222222222,-0.00032805110994854527,0.007228894081627797,-0.0015875419752112664,0.0,0.0,0.0,36
329,TXT,12,1,11,0.5833333333333334,1.0,0.5454545454545454,0.00694871717965012,0.04707585454279034,0.0033007956011828275,0.0,0.0,0.0,3
330,MRO,25,5,20,0.44,0.8,0.35,0.007075754051013305,0.029549365816319607,0.001457351109686731,0.0,0.0,0.0,15
331,PKG,5,3,2,0.8,0.6666666666666666,1.0,0.014603751280165878,0.012138971777047064,0.018300920534844094,0.0,0.0,0.0,5
332,STX,18,9,9,0.5555555555555556,0.5555555555555556,0.5555555555555556,0.008005512186067848,0.006374066259255525,0.009636958112880172,0.0,0.0,0.0,13
333,DGX,1,1,0,0.0,0.0,,-0.024287255839702898,-0.024287255839702898,,0.0,0.0,,2
334,WRB,4,0,4,1.0,,1.0,0.022697922148829278,,0.022697922148829278,0.0,,0.0,5
335,LDOS,5,2,3,0.6,0.5,0.6666666666666666,-0.00816990435274112,-0.020317303688803474,-7.163812869954989e-05,0.0,0.0,0.0,5
336,EPAM,29,24,5,0.4482758620689655,0.5,0.2,-0.006249694220920806,-0.00015035755743406012,-0.03552651020565718,0.0,0.0,0.0,25
337,SNA,6,6,0,0.5,0.5,,0.006823872846020838,0.006823872846020838,,0.0,0.0,,7
338,ALB,68,38,30,0.5882352941176471,0.5526315789473685,0.6333333333333333,0.01023401891291231,0.008970046875859216,0.011835050159846231,0.0,0.0,0.0,65
339,CF,11,5,6,1.0,1.0,1.0,0.018382572114119415,0.01587815335347432,0.020469587747990323,0.0,0.0,0.0,11
340,EQT,23,14,9,0.30434782608695654,0.2857142857142857,0.3333333333333333,-0.00606112789129189,0.0016321687154535593,-0.018028478168451476,0.0,0.0,0.0,14
341,ENPH,103,61,42,0.46601941747572817,0.4918032786885246,0.42857142857142855,-0.000527097262068933,-4.3159436866867285e-05,-0.0012299593415290783,0.0,0.0,0.0,79
342,LW,24,9,15,0.5833333333333334,0.5555555555555556,0.6,0.009165239429993694,0.006767148491988415,0.010604093992796859,0.0,0.0,0.0,20
343,TER,18,13,5,0.5555555555555556,0.6153846153846154,0.4,-0.0012943855978474706,0.008700470379337756,-0.027281011138529064,0.0,0.0,0.0,18
344,SWK,2,0,2,0.5,,0.5,0.024597148649078443,,0.024597148649078443,0.0,,0.0,3
345,BBY,13,2,11,0.38461538461538464,0.5,0.36363636363636365,-0.015950767528061627,-0.001709855688543694,-0.0185400242261558,0.0,0.0,0.0,13
346,SYF,7,7,0,0.42857142857142855,0.42857142857142855,,0.015975400865795634,0.015975400865795634,,0.0,0.0,,1
347,AMCR,5,5,0,0.8,0.8,,0.020867682034269936,0.020867682034269936,,0.0,0.0,,5
348,CE,6,3,3,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.011946913892126146,0.03201791038132328,-0.00812408259707099,0.0,0.0,0.0,5
349,MAS,7,5,2,0.2857142857142857,0.2,0.5,-0.01494873607004131,-0.0261204010922217,0.01298042648540967,0.0,0.0,0.0,2
350,POOL,10,10,0,0.6,0.6,,0.005298297970508154,0.005298297970508154,,0.0,0.0,,10
351,DPZ,30,12,18,0.5666666666666667,0.6666666666666666,0.5,0.008511053372333965,0.016444923851702018,0.0032218063860885945,0.0,0.0,0.0,21
352,K,13,2,11,0.46153846153846156,1.0,0.36363636363636365,0.0009825896565390745,0.01722737663263405,-0.0019710079754781933,0.0,0.0,0.0,13
353,TSN,14,12,2,0.42857142857142855,0.3333333333333333,1.0,-0.005239162958944496,-0.011252482181602583,0.030840752377004028,0.0,0.0,0.0,15
354,CFG,2,2,0,0.0,0.0,,-0.06451099105017036,-0.06451099105017036,,0.0,0.0,,2
355,CAG,12,6,6,0.75,0.8333333333333334,0.6666666666666666,0.01648922001884123,0.02411980968075836,0.008858630356924102,0.0,0.0,0.0,12
356,PODD,60,27,33,0.48333333333333334,0.4074074074074074,0.5454545454545454,-0.007419969014914546,-0.012495840536505617,-0.0032669832245218536,0.0,0.0,0.0,53
357,UAL,41,16,25,0.3170731707317073,0.3125,0.32,-0.026285801121366303,-0.0060894095463128965,-0.039211491729400486,0.0,0.0,0.0,30
358,LNT,2,2,0,0.5,0.5,,-0.022754345856956553,-0.022754345856956553,,0.0,0.0,,0
359,IP,13,8,5,0.6153846153846154,0.75,0.4,0.02987692150969712,0.03547981747097316,0.020912287971655445,0.0,0.0,0.0,14
360,NDSN,4,4,0,0.25,0.25,,-0.013365385697536421,-0.013365385697536421,,0.0,0.0,,5
361,HST,5,5,0,0.8,0.8,,0.01063682037196141,0.01063682037196141,,0.0,0.0,,0
362,GEN,14,5,9,0.42857142857142855,0.8,0.2222222222222222,-0.006500057268704756,0.01832215694244068,-0.020290176274896668,0.0,0.0,0.0,14
363,ZBRA,19,15,4,0.5789473684210527,0.6666666666666666,0.25,0.010973983584172014,0.015159781334294157,-0.004722757978786024,0.0,0.0,0.0,19
364,MOS,8,6,2,0.625,0.6666666666666666,0.5,0.004357349549059053,0.004973328165001832,0.002509413701230725,0.0,0.0,0.0,8
365,LKQ,4,4,0,0.25,0.25,,-0.015719822020008028,-0.015719822020008028,,0.0,0.0,,9
366,AES,21,16,5,0.47619047619047616,0.5,0.4,-0.008962494836694248,-0.011918744036367824,0.0004975026022611992,0.0,0.0,0.0,21
367,IPG,11,11,0,0.7272727272727273,0.7272727272727273,,0.0002577601090780736,0.0002577601090780736,,0.0,0.0,,11
368,LYV,11,8,3,0.09090909090909091,0.125,0.0,-0.019430354018989234,-0.020941871216076203,-0.015399641493423976,0.0,0.0,0.0,16
369,EVRG,2,1,1,0.0,0.0,0.0,-0.020781234132745623,-0.03324520231693854,-0.008317265948552708,0.0,0.0,0.0,1
370,TRMB,6,5,1,0.16666666666666666,0.0,1.0,-0.024042344020962062,-0.035953880732067255,0.03551533953456389,0.0,0.0,0.0,1
371,JKHY,11,9,2,0.5454545454545454,0.5555555555555556,0.5,0.00476678768218492,0.004486154820856519,0.006029635558162725,0.0,0.0,0.0,7
372,TAP,8,2,6,0.75,1.0,0.6666666666666666,0.020289319256166876,0.019223600432667902,0.020644558863999865,0.0,0.0,0.0,6
373,MGM,7,3,4,0.42857142857142855,0.3333333333333333,0.5,-0.0184172966632907,-0.020420118579992878,-0.016915180225764066,0.0,0.0,0.0,8
374,SJM,5,4,1,0.4,0.25,1.0,-0.010787785209766,-0.013895794777556657,0.0016442530613966302,0.0,0.0,0.0,5
375,RVTY,10,10,0,0.4,0.4,,-0.0045939217492486865,-0.0045939217492486865,,0.0,0.0,,10
376,VTRS,7,1,6,0.42857142857142855,0.0,0.5,-0.004933488801309714,-8.366038442674647e-05,-0.005741793537456876,0.0,0.0,0.0,7
377,APA,35,24,11,0.45714285714285713,0.4583333333333333,0.45454545454545453,0.0038467138331281744,0.0017640666750382283,0.00839067126896078,0.0,0.0,0.0,20
378,PNR,2,1,1,0.0,0.0,0.0,-0.03243778721491444,-0.03899214997470242,-0.025883424455126463,0.0,0.0,0.0,5
379,TFX,9,7,2,0.4444444444444444,0.42857142857142855,0.5,-0.0032714105226314813,0.0007811262024404912,-0.017455289060383385,0.0,0.0,0.0,7
380,KMX,32,18,14,0.4375,0.3888888888888889,0.5,0.004396254029555879,-0.002627291691957669,0.013426527100073301,0.0,0.0,0.0,26
381,NI,4,2,2,0.5,0.5,0.5,0.014817440306974808,0.036264692103236705,-0.006629811489287089,0.0,0.0,0.0,4
382,CRL,15,13,2,0.4,0.38461538461538464,0.5,0.0008246653177696818,0.0032760603161216127,-0.015109402171517867,0.0,0.0,0.0,7
383,TECH,9,2,7,0.6666666666666666,0.5,0.7142857142857143,0.0025400687977733503,-0.007255297038097748,0.005338744750879377,0.0,0.0,0.0,11
384,ETSY,42,21,21,0.5238095238095238,0.47619047619047616,0.5714285714285714,-0.0041485122251829895,-0.014355459592881967,0.0060584351425159826,0.0,0.0,0.0,34
385,INCY,11,7,4,0.6363636363636364,0.5714285714285714,0.75,0.0034628082784190564,0.005523681128582252,-0.0001437192093665387,0.0,0.0,0.0,10
386,CZR,12,4,8,0.6666666666666666,0.5,0.75,0.014531950054008945,-5.2591545634698283e-05,0.02182422085383076,0.0,0.0,0.0,8
387,QRVO,16,10,6,0.5625,0.5,0.6666666666666666,0.015992261489334126,0.00895589421552639,0.027719540279013688,0.0,0.0,0.0,20
388,ALLE,6,1,5,0.5,0.0,0.6,0.0002640169610325464,-0.04554154078658143,0.009425128510555342,0.0,0.0,0.0,6
389,MTCH,38,15,23,0.631578947368421,0.6,0.6521739130434783,0.008679056182488818,0.003018860759429075,0.01237048798013648,0.0,0.0,0.0,25
390,HSIC,3,0,3,0.3333333333333333,,0.3333333333333333,-0.01210496559394624,,-0.01210496559394624,0.0,,0.0,3
391,HRL,14,10,4,0.42857142857142855,0.4,0.5,0.002013404523133741,-0.005359621590681625,0.020445969807672153,0.0,0.0,0.0,13
392,PAYC,18,14,4,0.4444444444444444,0.42857142857142855,0.5,0.0006022170194209122,0.005543619118833357,-0.016692690328522643,0.0,0.0,0.0,19
393,AAL,29,19,10,0.4482758620689655,0.42105263157894735,0.5,-0.004977780840673034,-0.0007306608063356795,-0.013047308905914004,0.0,0.0,0.0,26
394,WYNN,15,6,9,0.2,0.16666666666666666,0.2222222222222222,-0.03387103153501508,-0.046623411461817775,-0.025369444917146624,0.0,0.0,0.0,4
395,BWA,6,4,2,0.5,0.5,0.5,0.006457112915731952,0.0036423279519321094,0.012086682843331639,0.0,0.0,0.0,7
396,TPR,13,8,5,0.6153846153846154,0.75,0.4,0.011045260591691693,0.016890012482904008,0.001693657565751987,0.0,0.0,0.0,13
397,FMC,27,22,5,0.5185185185185185,0.5,0.6,-0.0038414614726632137,-0.0035959328683855068,-0.004921787331485121,0.0,0.0,0.0,27
398,SEDG,115,70,45,0.4956521739130435,0.44285714285714284,0.5777777777777777,-0.002917865908894378,-0.0078071127858793995,0.004687629233082328,0.0,0.0,0.0,120
399,FOX,9,8,1,0.6666666666666666,0.625,1.0,-0.002153683067998406,-0.008007351512806257,0.044675664490464395,0.0,0.0,0.0,6
400,SMCI,159,63,96,0.5157232704402516,0.5396825396825397,0.5,0.0025355825692322076,0.011021175639378985,-0.0030330878830516135,0.0,0.0,0.0,160
401,ELF,82,43,39,0.5121951219512195,0.5813953488372093,0.4358974358974359,-0.0019278856984816337,8.567277993829876e-05,-0.004147962995201044,0.0,0.0,0.0,87
402,FIX,14,5,9,0.6428571428571429,0.8,0.5555555555555556,0.005224946174763005,0.01618975098255259,-0.0008666120517867659,0.0,0.0,0.0,15
403,MSTR,191,73,118,0.4712041884816754,0.4931506849315068,0.4576271186440678,-0.005556015907496598,0.005946027935978565,-0.012671687098799027,0.0,0.0,0.0,179
404,ONTO,28,9,19,0.42857142857142855,0.3333333333333333,0.47368421052631576,-0.005838840906294989,-0.012137777076675611,-0.0028551342992725937,0.0,0.0,0.0,32
405,SSD,3,1,2,0.6666666666666666,1.0,0.5,-0.0077807809821108685,0.00012458282521093025,-0.011733462885771767,0.0,0.0,0.0,6
406,LNW,6,2,4,0.5,0.0,0.75,0.004099743135892109,-0.016207721047262754,0.014253475227469541,0.0,0.0,0.0,7
407,PCVX,39,13,26,0.48717948717948717,0.5384615384615384,0.46153846153846156,-0.01638188218585873,-0.0032213407023362834,-0.022962152927619953,0.0,0.0,0.0,36
408,BRBR,17,6,11,0.47058823529411764,0.5,0.45454545454545453,-0.0025924391466673434,0.006430902619790829,-0.007514261928371803,0.0,0.0,0.0,14
409,NXT,48,22,26,0.5416666666666666,0.5454545454545454,0.5384615384615384,-0.0015020644746340328,0.006102948624270347,-0.007937075558322359,0.0,0.0,0.0,46
410,FN,40,15,25,0.425,0.4,0.44,-0.003165775172970703,0.003763958569377412,-0.00732361541837957,0.0,0.0,0.0,47
411,APG,4,1,3,0.25,0.0,0.3333333333333333,-0.007728543304277857,-0.0019850290874013723,-0.009643048043236686,0.0,0.0,0.0,6
412,CYTK,53,27,26,0.4339622641509434,0.48148148148148145,0.38461538461538464,-0.01596923396504907,-0.006391571037715175,-0.025915268543434265,0.0,0.0,0.0,60
413,AIT,7,1,6,0.2857142857142857,0.0,0.3333333333333333,-0.017983753250136233,-0.01835827740241683,-0.017921332558089465,0.0,0.0,0.0,4
414,WFRD,30,6,24,0.3333333333333333,0.5,0.2916666666666667,-0.009464952104914678,0.010744933158975152,-0.014517423420887137,0.0,0.0,0.0,21
415,SPSC,7,3,4,0.14285714285714285,0.0,0.25,-0.01954672333582137,-0.013447019531230087,-0.024121501189264833,0.0,0.0,0.0,4
416,UFPI,1,1,0,0.0,0.0,,-0.012857322771801995,-0.012857322771801995,,0.0,0.0,,0
417,ITCI,16,4,12,0.5625,0.5,0.5833333333333334,0.011402363908531953,0.006970297318095929,0.012879719438677294,0.0,0.0,0.0,21
418,CHRD,5,3,2,0.6,0.3333333333333333,1.0,-0.007410045566832768,-0.029578061072392487,0.025841977691506816,0.0,0.0,0.0,2
419,HQY,29,16,13,0.5172413793103449,0.5625,0.46153846153846156,-0.0036605552993893113,-0.0033501934841652804,-0.004042539071972731,0.0,0.0,0.0,27
420,RHP,1,0,1,0.0,,0.0,-0.0007161562118830611,,-0.0007161562118830611,0.0,,0.0,1
421,MTDR,26,12,14,0.5769230769230769,0.75,0.42857142857142855,0.005849461451897148,0.017216791122380472,-0.0038939639799456965,0.0,0.0,0.0,18
422,ENSG,1,0,1,1.0,,1.0,0.03275704929427755,,0.03275704929427755,0.0,,0.0,1
423,CMC,13,5,8,0.6153846153846154,0.2,0.875,0.007198988832907442,-0.022523676096264905,0.02577565441364016,0.0,0.0,0.0,12
424,SIGI,2,1,1,0.5,1.0,0.0,0.0258084224977871,0.06116195618132349,-0.009545111185749288,0.0,0.0,0.0,6
425,QLYS,3,1,2,0.3333333333333333,1.0,0.0,0.02627577037301912,0.08785170789135012,-0.004512198386146381,0.0,0.0,0.0,4
426,RMBS,30,16,14,0.5666666666666667,0.5625,0.5714285714285714,0.0016881524793955173,-0.0006396634363122322,0.004348513525918663,0.0,0.0,0.0,37
427,FLR,14,4,10,0.7142857142857143,0.75,0.7,0.001939624159837521,0.01795161576010351,-0.004465172480268875,0.0,0.0,0.0,15
428,ATI,9,6,3,0.7777777777777778,0.6666666666666666,1.0,0.0160936162284904,0.011499909158518465,0.025281030368434265,0.0,0.0,0.0,13
429,TMHC,3,3,0,0.3333333333333333,0.3333333333333333,,-0.02948139652825177,-0.02948139652825177,,0.0,0.0,,3
430,CHX,27,9,18,0.5555555555555556,0.6666666666666666,0.5,0.002637652722800193,0.007998515849788666,-4.277884069404507e-05,0.0,0.0,0.0,24
431,TENB,37,22,15,0.40540540540540543,0.4090909090909091,0.4,-0.0002917986343926204,-0.004625779402571726,0.006064706492270063,0.0,0.0,0.0,28
432,NOVT,5,3,2,0.6,0.3333333333333333,1.0,0.00583798885913053,-0.009542675402407797,0.02890898525143802,0.0,0.0,0.0,5
433,MUR,16,7,9,0.75,0.7142857142857143,0.7777777777777778,0.013578144148159227,0.011866636839480122,0.014909316499354085,0.0,0.0,0.0,5
434,ANF,56,20,36,0.5178571428571429,0.6,0.4722222222222222,7.849450777826426e-05,0.01421684267257991,-0.007776143361555987,0.0,0.0,0.0,65
435,MARA,123,55,68,0.4796747967479675,0.45454545454545453,0.5,-0.00855372276095782,-0.00988704451835223,-0.007475300751300581,0.0,0.0,0.0,159
436,AAON,12,8,4,0.5,0.75,0.0,0.01166721631385536,0.028304693902458808,-0.021607738863351534,0.0,0.0,0.0,17
437,PBF,63,31,32,0.36507936507936506,0.1935483870967742,0.53125,-0.012515303090594537,-0.03496313024727423,0.00923102946743892,0.0,0.0,0.0,55
438,GTLS,44,25,19,0.38636363636363635,0.36,0.42105263157894735,-0.013287602705451467,-0.018971174626906537,-0.005809218598273739,0.0,0.0,0.0,37
439,BCC,5,2,3,1.0,1.0,1.0,0.010007959432642169,0.01139493900509063,0.009083306384343195,0.0,0.0,0.0,8
440,MLI,4,3,1,0.25,0.3333333333333333,0.0,-0.010732818038484263,-0.006195245405918125,-0.024345535936182668,0.0,0.0,0.0,4
441,PR,22,7,15,0.2727272727272727,0.14285714285714285,0.3333333333333333,-0.01965673479938764,-0.015607475198883527,-0.021546389279622897,0.0,0.0,0.0,22
442,MTH,6,2,4,0.8333333333333334,1.0,0.75,0.013769783024188518,0.012172705156211928,0.014568321958176809,0.0,0.0,0.0,6
443,ATKR,25,15,10,0.52,0.4,0.7,0.0022102666688431733,-0.0048184938826678235,0.012753407496109667,0.0,0.0,0.0,18
444,OPCH,14,9,5,0.42857142857142855,0.4444444444444444,0.4,-0.013438246341533884,-0.009129753171891294,-0.021193534046890544,0.0,0.0,0.0,13
445,BECN,2,1,1,0.0,0.0,0.0,-0.024119947104959873,-0.0021553535053109815,-0.04608454070460877,0.0,0.0,0.0,2
446,CVNA,155,64,91,0.49032258064516127,0.546875,0.45054945054945056,0.0006932092526685972,0.0049845010337897025,-0.002324842109878106,0.0,0.0,0.0,167
447,DUOL,51,17,34,0.43137254901960786,0.35294117647058826,0.47058823529411764,-0.008158625142886539,-0.021850132486626952,-0.0013128714710163329,0.0,0.0,0.0,51
448,WTS,1,0,1,0.0,,0.0,-0.019967578437496913,,-0.019967578437496913,0.0,,0.0,2
449,VRNS,29,10,19,0.4827586206896552,0.6,0.42105263157894735,0.00338844100219852,0.021097047203316847,-0.00593187805102165,0.0,0.0,0.0,25
450,FTAI,8,0,8,0.375,,0.375,-0.013296708090584405,,-0.013296708090584405,0.0,,0.0,19
451,ALKS,35,18,17,0.6571428571428571,0.5,0.8235294117647058,0.0166666916110426,0.011203917835546603,0.022450805020391304,0.0,0.0,0.0,37
452,SFM,21,5,16,0.42857142857142855,0.6,0.375,1.1660889439525976e-05,0.015265788234760647,-0.004755253905973323,0.0,0.0,0.0,23
453,BPMC,37,21,16,0.4864864864864865,0.38095238095238093,0.625,-0.0056223372314531716,-0.019383594840777427,0.01243931338078492,0.0,0.0,0.0,36
454,NSIT,13,10,3,0.5384615384615384,0.7,0.0,-0.007315013943046317,-0.00028132852553270775,-0.030760632001425012,0.0,0.0,0.0,12
455,TRNO,1,1,0,1.0,1.0,,0.026312554616692296,0.026312554616692296,,0.0,0.0,,1
456,CIVI,8,4,4,0.625,0.25,1.0,0.008621256830137581,-0.00028316485735469074,0.017525678517629855,0.0,0.0,0.0,9
457,CWST,3,3,0,0.3333333333333333,0.3333333333333333,,-0.010125549893205334,-0.010125549893205334,,0.0,0.0,,6
458,MMS,7,1,6,0.42857142857142855,1.0,0.3333333333333333,-0.004068514416010583,0.024405636241923732,-0.008814206192332969,0.0,0.0,0.0,1
459,IBP,11,5,6,0.5454545454545454,0.6,0.5,-0.011598052622445692,0.0049272351600155775,-0.025369125774496747,0.0,0.0,0.0,19
460,STNE,50,24,26,0.48,0.5,0.46153846153846156,0.000491195335242164,0.0073744210487456385,-0.00586255147722258,0.0,0.0,0.0,56
461,EXLS,7,6,1,0.42857142857142855,0.3333333333333333,1.0,-0.024959751619807933,-0.03089748637793091,0.010666656928929917,0.0,0.0,0.0,7
462,ALTR,13,3,10,0.3076923076923077,0.0,0.4,-0.00028095213405823956,-0.010364882204669934,0.0027442268871252697,0.0,0.0,0.0,13
463,ASO,37,21,16,0.6216216216216216,0.6190476190476191,0.625,0.01957556884790674,0.021425536285189277,0.017147486586473408,0.0,0.0,0.0,41
464,NE,21,10,11,0.38095238095238093,0.3,0.45454545454545453,-0.007771754118769512,-0.0009733486626164377,-0.013952122715272314,0.0,0.0,0.0,14
465,COOP,2,0,2,1.0,,1.0,0.016894152186691866,,0.016894152186691866,0.0,,0.0,3
466,ONB,1,0,1,1.0,,1.0,0.041396018920236075,,0.041396018920236075,0.0,,0.0,1
467,SPXC,5,1,4,0.4,0.0,0.5,0.007638206568267863,-0.003322926240075296,0.010378489770353654,0.0,0.0,0.0,5
468,FSS,3,0,3,0.3333333333333333,,0.3333333333333333,-0.014534326930331127,,-0.014534326930331127,0.0,,0.0,1
469,ALTM,7,5,2,0.5714285714285714,0.6,0.5,0.012907327466455593,0.019645235853200948,-0.00393744350040779,0.0,0.0,0.0,4
470,SIG,25,12,13,0.6,0.6666666666666666,0.5384615384615384,0.006950229231461131,0.011152937952554362,0.0030708057966058393,0.0,0.0,0.0,36
471,SUM,5,5,0,0.2,0.2,,-0.015538804403301276,-0.015538804403301276,,0.0,0.0,,11
472,ZWS,12,6,6,0.5,0.6666666666666666,0.3333333333333333,-0.005225531702148983,0.012003957573422102,-0.022455020977720067,0.0,0.0,0.0,5
473,UBSI,4,4,0,0.5,0.5,,0.0035950406164909493,0.0035950406164909493,,0.0,0.0,,4
474,MTSI,3,1,2,0.6666666666666666,1.0,0.5,0.00052842600366563,0.024647221625191902,-0.011530971807097506,0.0,0.0,0.0,6
475,WK,6,3,3,0.5,0.3333333333333333,0.6666666666666666,0.009438579721796425,0.003556676254445257,0.015320483189147596,0.0,0.0,0.0,6
476,ASGN,8,7,1,0.375,0.42857142857142855,0.0,-0.021063363520253953,-0.019556077521355797,-0.031614365512541064,0.0,0.0,0.0,8
477,HALO,25,14,11,0.68,0.5714285714285714,0.8181818181818182,0.01578597775798643,0.0009084968535100255,0.03472095345459277,0.0,0.0,0.0,16
478,SM,27,14,13,0.4444444444444444,0.35714285714285715,0.5384615384615384,-0.006644523471531458,-0.00911292605977131,-0.003986243761119309,0.0,0.0,0.0,17
479,CBT,6,6,0,0.3333333333333333,0.3333333333333333,,-0.006514297684908271,-0.006514297684908271,,0.0,0.0,,7
480,APPF,23,4,19,0.6956521739130435,0.5,0.7368421052631579,0.009364891461748258,-0.014689488173313742,0.014428971384919203,0.0,0.0,0.0,34
481,FELE,2,1,1,0.0,0.0,0.0,-0.032295740400814794,-0.04646004632834458,-0.01813143447328501,0.0,0.0,0.0,1
482,BMI,18,9,9,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.008990202747244594,0.016771273441153436,0.001209132053335749,0.0,0.0,0.0,22
