,symbol,signal,potential_fill_price,order_type,priority,risk_adjuster,Date,market,status
0,TSLA,-1,323.63,MOO,5,0.0008396435771632332,2025-06-30,US-Equity-SNP,pending
1,AMD,-1,143.81,MOO,7,0.0008482371032123091,2025-06-30,US-Equity-SNP,pending
2,MO,1,58.75,MOO,6,0.02182413962940969,2025-06-30,US-Equity-SNP,pending
3,VFC,-1,11.84,MOO,0,0.0006558174610863055,2025-06-30,US-Equity-SNP,pending
4,AMT,1,217.78,MOO,4,0.039092467161201724,2025-06-30,US-Equity-SNP,pending
5,CME,1,274.76,MOO,0,0.6542534958249123,2025-06-30,US-Equity-SNP,pending
6,DUK,1,116.92,MOO,3,0.05053625506213985,2025-06-30,US-Equity-SNP,pending
7,CCI,1,100.65,MOO,9,0.013479909813307408,2025-06-30,US-Equity-SNP,pending
8,MCHP,-1,70.49,MOO,1,0.0007080650610041267,2025-06-30,US-Equity-SNP,pending
9,AEP,1,102.46,MOO,7,0.013788275802252541,2025-06-30,US-Equity-SNP,pending
10,EXC,1,42.91,MOO,2,0.06735863795907963,2025-06-30,US-Equity-SNP,pending
11,COR,1,299.42,MOO,1,0.08341587294258804,2025-06-30,US-Equity-SNP,pending
12,ON,-1,52.93,MOO,4,0.0008235820891539039,2025-06-30,US-Equity-SNP,pending
13,SBAC,1,230.8,MOO,8,0.013713034460259229,2025-06-30,US-Equity-SNP,pending
14,MPWR,-1,736.03,MOO,2,0.0007506574149154292,2025-06-30,US-Equity-SNP,pending
15,CE,-1,56.77,MOO,6,0.0008416011812845764,2025-06-30,US-Equity-SNP,pending
16,K,1,79.0,MOO,5,0.03452668245131451,2025-06-30,US-Equity-SNP,pending
17,UAL,-1,79.18,MOO,3,0.0008070449226287844,2025-06-30,US-Equity-SNP,pending
18,APA,-1,18.56,MOO,9,0.0008823320946417176,2025-06-30,US-Equity-SNP,pending
19,QRVO,-1,83.85,MOO,8,0.0008542479884447,2025-06-30,US-Equity-SNP,pending
