,symbol,market,vol_ratio_for_stop_loss,opening_time,exact_opening_time,opening_price,risk_adjuster,trade_direction,id,closing_time_1st_trade,closing_price_1st_trade,closing_time_2nd_trade,closing_price_2nd_trade,number_of_take_profit_touches,reason_for_closing_1st_trade,reason_for_closing_2nd_trade,is_1st_trade_closed,is_2nd_trade_closed,is_successful,PnL_ratio,PnL_ratio_gross,fees_of_1st_trade,taxes_for_1st_trade,fees_of_2nd_trade,taxes_for_2nd_trade,n_shares,invested_budget,n_shares_1st_trade,n_shares_2nd_trade,invested_budget_1st_trade,invested_budget_2nd_trade,ratio_of_simple_budget_to_invested_budget,is_1st_trade_analyzed,is_2nd_trade_analyzed,gain,stop_loss_type,stop_loss_percentage,take_profit_percentage,max_investment,stat_close_Vola_7_1d,stat_close_Vola_14_1d,stat_close_Vola_22_1d,stat_intraday_vol_5_1d,stat_overnight_vol_5_1d,stat_cum_return_3_1d,stat_cum_return_5_1d,stat_cum_return_10_1d,stat_cum_return_22_1d,stat_cum_intraday_return_3_1d,stat_intraday_return_zscore_3_1d,stat_cum_intraday_return_5_1d,stat_intraday_return_zscore_5_1d,stat_cum_intraday_return_10_1d,stat_intraday_return_zscore_10_1d,stat_cum_intraday_return_22_1d,stat_intraday_return_zscore_22_1d,stat_DeltaOpenPercentage_1d,stat_DeltaOpenPercentageMA2_1d,stat_Delta2OpenPercentage_1d,stat_Delta2OpenPercentageMA2_1d,stat_DeltaClosePercentage_1d,stat_Delta2ClosePercentage_1d,stat_DeltaClosexDelta2Close_1d,stat_market_index_change(t_1)_ratio_1d,stat_market_index_open_to_close_t_1_ratio_1d,stat_market_index_5t_change_ratio_1d,stat_market_index_5t_diff_from_max_ratio_1d,stat_market_index_5t_diff_from_min_ratio_1d,stat_market_index_10t_change_ratio_1d,stat_market_index_10t_diff_from_max_ratio_1d,stat_market_index_10t_diff_from_min_ratio_1d,stat_market_index_22t_change_ratio_1d,stat_market_index_22t_diff_from_max_ratio_1d,stat_market_index_22t_diff_from_min_ratio_1d,stat_vix_change(t_1)_ratio_1d,stat_vix_open_to_close_t_1_ratio_1d,stat_vix_5t_change_ratio_1d,stat_vix_5t_diff_from_max_ratio_1d,stat_vix_5t_diff_from_min_ratio_1d,stat_vix_10t_change_ratio_1d,stat_vix_10t_diff_from_max_ratio_1d,stat_vix_10t_diff_from_min_ratio_1d,stat_vix_22t_change_ratio_1d,stat_vix_22t_diff_from_max_ratio_1d,stat_vix_22t_diff_from_min_ratio_1d,stat_us_dollar_change(t_1)_ratio_1d,stat_us_dollar_open_to_close_t_1_ratio_1d,stat_us_dollar_5t_change_ratio_1d,stat_us_dollar_5t_diff_from_max_ratio_1d,stat_us_dollar_5t_diff_from_min_ratio_1d,stat_us_dollar_10t_change_ratio_1d,stat_us_dollar_10t_diff_from_max_ratio_1d,stat_us_dollar_10t_diff_from_min_ratio_1d,stat_us_dollar_22t_change_ratio_1d,stat_us_dollar_22t_diff_from_max_ratio_1d,stat_us_dollar_22t_diff_from_min_ratio_1d,stat_open_to_open_t_2_1d_ratio,stat_open_to_open_t_10_1d_ratio,stat_3t_diff_from_max_ratio_1d,stat_3t_diff_from_min_ratio_1d,stat_5t_diff_from_max_ratio_1d,stat_5t_diff_from_min_ratio_1d,stat_10t_diff_from_max_ratio_1d,stat_10t_diff_from_min_ratio_1d,stat_22t_diff_from_max_ratio_1d,stat_22t_diff_from_min_ratio_1d,stat_open_to_close_t_1_ratio_1d,stat_vol_lazy,stat_vol_correlation,stat_sharpe_126,stat_sharpe_66,stat_sharpe_22,stat_sharpe_10,stat_yesterday_intraday_vol,stat_yesterday_vol,stat_beta_22_1d,stat_IV_based_on_daily_return_market_22_1d,stat_last_day_residual_22_1d,stat_cum_5_residual_22_1d,stat_beta_66_1d,stat_IV_based_on_daily_return_market_66_1d,stat_last_day_residual_66_1d,stat_cum_5_residual_66_1d,stat_RSI_14_t_1_1d,stat_ADX_14_1d,stat_DMP_14_1d,stat_DMN_14_1d,stat_ADXdiff_14_1d,stat_close_EMA(5)_ratio_1d,stat_close_EMA(10)_ratio_1d,stat_close_EMA(20)_ratio_1d,stat_EMA(5)_EMA(20)_ratio_1d,stat_EMA(5)_EMA(10)_ratio_1d,stat_OBV7_1d,stat_CMF10_1d,stat_stoch_k_4_1d,stat_stoch_d_4_1d,stat_stoch_k_d_diff_4_1d,stat_stoch_k_7_1d,stat_stoch_d_7_1d,stat_stoch_k_d_diff_7_1d,stat_stoch_k_14_1d,stat_stoch_d_14_1d,stat_stoch_k_d_diff_14_1d,stat_sector_1,stat_sector_2,stat_sector_3,stat_sector_4,stat_sector_5,stat_sector_6,stat_sector_7,stat_sector_8,stat_sector_9,stat_sector_10,stat_sector_11,stat_group_1,stat_group_2,stat_group_3,stat_group_4,stat_group_5,stat_group_6,stat_group_7,stat_group_8,stat_group_9,stat_group_10,stat_group_11,stat_group_12,stat_group_13,stat_group_14,stat_group_15,stat_group_16,stat_group_17,stat_group_18,stat_group_19,stat_group_20,stat_group_21,stat_group_22,stat_group_23,stat_group_24,stat_group_25,stat_group_26,stat_group_27,stat_group_28,stat_group_29,duration,budget,budget_after_which_trade
68,MSFT,US-Equity-SNP,2,2019-06-10 09:30:00-04:00,2019-06-10 09:30:00-04:00,126.0421142578125,1.0,-1,US-Equity-SNP-MSFT-20190610-093000,2019-06-17 09:30:00-04:00,126.4706,2019-06-17 09:30:00-04:00,126.4706,0,Max holding days touched,Max holding days touched,True,True,0,-0.00348803309954217,-0.003399544229407796,21.9832270576,0,21.9832270576,0,3942,496858.0144,1971.0,1971.0,248429.0072,248429.0072,0.5,True,True,-1733.0572,Fixed,5,5,30212778.007883593,0.022923568,0.01752349,0.016726796,0.018708162,0.009958849,0.065502524,0.06215799,0.04234779,0.052473485,0.035063624,1.0674559,0.018187106,0.65647894,0.0022656322,1.1725994,0.06224698,1.2413853,2.4846911,2.3298264,0.30972958,0.6461084,0.028008223,0.012193322,0.00034151328,0.010497689,0.0043468475,0.044068813,0.0,0.046963923,0.018106222,0.0,0.046963923,-0.0037134886,-0.002797187,0.046963923,0.0232265,0.0,-0.12880814,-0.13573708,0.02322655,-0.036643088,-0.13573708,0.028391095,-0.15631473,-0.20681266,0.105084695,-0.004328549,0.00041401386,-0.011662424,-0.0078053004,0.0,-0.012672424,-0.015589961,0.0,-0.010447562,-0.015589961,0.0,0.047136903,0.043258786,0.0,0.04426608,0.0,0.09646205,0.0,0.09646205,0.0,0.09646205,0.007610202,0.018491073,0.50363547,1.639868,3.1187959,2.2636266,3.4302382,1.7106533,0.028008223,1.4531249,0.008290303,0.010191255,-0.013810783,1.404781,0.007504709,0.011325411,-0.008576362,62.7927,20.503777,37.370457,24.018341,13.352118,0.031555608,0.040166385,0.04410065,0.012161286,0.008347371,34.917984,0.17725043,96.80506,80.314804,16.490252,89.25601,68.81943,20.43658,76.69547,56.2104,20.485077,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7,9858339.824199997,US-Equity-SNP-MSFT-20190610-093000
69,AMZN,US-Equity-SNP,2,2019-06-17 09:30:00-04:00,2019-06-17 09:30:00-04:00,93.82499694824219,1.0,-1,US-Equity-SNP-AMZN-20190617-093000,2019-06-24 09:30:00-04:00,95.695,2019-06-24 09:30:00-04:00,95.695,0,Max holding days touched,Max holding days touched,True,True,0,-0.020046882179009937,-0.019930755263326872,28.846100935200003,0,28.846100935200003,0,5295,496803.3588,2647.5,2647.5,248401.6794,248401.6794,0.5,True,True,-9959.3584,Fixed,5,5,76874716.06228915,0.014032348,0.02003019,0.018178761,0.010684023,0.008041377,0.0032407641,0.036264956,0.054241598,0.019430518,0.0056824684,0.9896331,0.016503453,-0.022782529,0.022200823,0.04533053,0.011163056,0.17814854,0.67059994,0.2624452,0.81630945,-0.008285046,-0.00033688545,-0.008410931,2.8335203e-06,-0.0016115308,0.0009595156,0.004747033,-0.0016115119,0.002479267,0.04902506,-0.0016115119,0.051933914,0.018547058,-0.0016115119,0.051933914,-0.03413403,0.024214625,-0.06257665,-0.044402756,0.0,-0.1833244,-0.18981977,0.0,-0.15393132,-0.18981977,0.035932187,0.0057725906,-0.00051248074,0.00993681,0.0,0.009101223,-0.0018414259,0.0,0.00993685,0.00041019917,-0.005808026,0.00993685,0.005239129,0.066187024,-0.00033686328,0.0077345017,-0.00033686328,0.0077345017,-0.00033686328,0.10455546,-0.019868253,0.10455546,0.0036530495,0.017048094,0.3459573,0.8737837,1.9249378,0.7712545,3.930998,0.30418634,0.00033688545,1.522921,0.012859954,0.0025559282,0.031211251,1.4830002,0.009725934,0.0010569436,0.024227953,56.330322,20.513323,31.3958,26.926788,4.4690113,0.008840417,0.01931432,0.021256955,0.012307733,0.010382122,68.23597,0.15931994,63.922947,72.61852,-8.695578,84.83732,85.208725,-0.37140578,87.09819,86.40729,0.6908979,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7,9848380.465799998,US-Equity-SNP-AMZN-20190617-093000
70,AAPL,US-Equity-SNP,2,2019-06-24 09:30:00-04:00,2019-06-24 09:30:00-04:00,47.847206115722656,1.0,-1,US-Equity-SNP-AAPL-20190624-093000,2019-07-01 09:30:00-04:00,48.5726,2019-07-01 09:30:00-04:00,48.5726,0,Max holding days touched,Max holding days touched,True,True,0,-0.015380661069862127,-0.015160632002690324,54.654957664399994,0,54.654957664399994,0,10383,496797.5411,5191.5,5191.5,248398.77055,248398.77055,0.5,True,True,-7641.0746,Fixed,5,5,48441112.60493539,0.010375194,0.012944369,0.014773719,0.0074699223,0.008170666,0.0017037392,0.031188846,0.0448969,0.06559783,-0.0137066245,0.99693394,0.003667295,-0.10036146,0.012050033,-0.21602969,0.023839414,-0.1241359,-0.13081431,-0.4571855,0.6527424,-0.23820102,-0.003409326,-0.011445224,3.9020502e-05,-0.0012592077,0.00032532215,0.021988392,-0.0012592227,0.021037018,0.026839852,-0.0012592227,0.02452215,0.03005898,-0.0012592227,0.07506423,0.04406774,0.0038961172,0.007853389,0.0,0.074668504,-0.055214703,-0.036898073,0.074668504,0.030100346,-0.18345709,0.074668504,-0.0042429566,-0.0004157424,-0.013836205,-0.014543202,0.0,-0.004036844,-0.014543202,0.0,-0.01876396,-0.01956387,0.0,-0.0091333985,0.035086393,-0.003409337,0.0045991647,-0.003409337,0.025220476,-0.003409337,0.032194242,-0.003409337,0.14702803,-0.0012075901,0.013112952,0.39649233,1.5509248,1.1108652,3.2038872,7.41178,0.0100672245,0.003409326,1.636856,0.0068197646,-0.0020756428,-0.008209051,1.4495348,0.012289321,-0.001804741,-0.0015827304,62.796516,21.58789,31.046743,20.897371,10.149372,0.0060089957,0.019407706,0.0344584,0.028279472,0.013318678,6.273572,-0.20115198,75.14924,75.76137,-0.6121319,81.66682,80.24941,1.4174087,93.42881,93.01995,0.40886,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7,9840739.391199999,US-Equity-SNP-AAPL-20190624-093000
71,MSFT,US-Equity-SNP,2,2019-06-24 09:30:00-04:00,2019-06-24 09:30:00-04:00,130.42123413085938,1.0,-1,US-Equity-SNP-MSFT-20190624-093000,2019-07-01 09:30:00-04:00,129.1647,2019-07-01 09:30:00-04:00,129.1647,0,Max holding days touched,Max holding days touched,True,True,1,0.009548642660470574,0.0096344290807631,21.3082504232,0,21.3082504232,0,3809,496774.4808,1904.5,1904.5,248387.2404,248387.2404,0.5,True,True,4743.522,Fixed,5,5,29497809.254616134,0.005959546,0.010894581,0.013975196,0.004528031,0.0074902363,0.013352871,0.033760905,0.041799426,0.07854432,0.004329145,0.31096864,0.013216555,0.05163268,0.0061294436,0.39714146,0.016529083,0.20499504,0.30755997,-0.16272664,0.9405732,-0.7536292,0.00014543533,-0.009140372,-1.3293331e-06,-0.0012592077,0.00032532215,0.021988392,-0.0012592227,0.021037018,0.026839852,-0.0012592227,0.02452215,0.03005898,-0.0012592227,0.07506423,0.04406774,0.0038961172,0.007853389,0.0,0.074668504,-0.055214703,-0.036898073,0.074668504,0.030100346,-0.18345709,0.074668504,-0.0042429566,-0.0004157424,-0.013836205,-0.014543202,0.0,-0.004036844,-0.014543202,0.0,-0.01876396,-0.01956387,0.0,-0.0032740235,0.03474331,0.0,0.009432692,0.0,0.031011753,0.0,0.041675944,0.0,0.14294016,0.0002194643,0.010571991,0.4337725,2.436344,2.9805152,4.0554075,9.976683,0.28555393,0.00014543533,1.438395,0.007839632,0.00036741997,-0.005610164,1.4092286,0.007432702,0.00038457298,-0.004703563,71.13502,26.4304,38.509712,15.693743,22.81597,0.009976598,0.024024144,0.04357914,0.033270612,0.013908784,36.421288,0.065274306,87.43205,89.155754,-1.7236967,90.95628,91.85356,-0.89728105,96.77499,97.06319,-0.28820404,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7,9845482.913199998,US-Equity-SNP-MSFT-20190624-093000
72,AMZN,US-Equity-SNP,2,2019-07-01 09:30:00-04:00,2019-07-01 09:30:00-04:00,96.14900207519531,1.0,-1,US-Equity-SNP-AMZN-20190701-093000,2019-07-08 09:30:00-04:00,97.616,2019-07-08 09:30:00-04:00,97.616,0,Max holding days touched,Max holding days touched,True,True,0,-0.015371060394341359,-0.015257547069052168,28.191357978800003,0,28.191357978800003,0,5166,496705.7447,2583.0,2583.0,248352.87235,248352.87235,0.5,True,True,-7634.894,Fixed,5,5,68543413.56763667,0.009384156,0.0076458594,0.016534656,0.008761649,0.0037452835,0.008219838,-0.009036303,0.013082504,0.043035746,-0.0040774345,-1.1436431,-0.020988226,-0.4542237,-0.025737226,-0.8180224,-0.016905963,-0.56282973,0.72704554,0.55016875,0.35375357,0.11200309,-0.0055925846,-0.008991122,5.0283612e-05,0.005757451,0.010079026,-0.0029487014,-0.0012189002,0.00960264,0.0189749,-0.004204186,0.018026311,0.057038784,-0.004204186,0.071894206,-0.046776235,-0.08156496,-0.020779192,-0.073710114,0.0,-0.013089001,-0.073710114,0.052337755,-0.15754187,-0.20042421,0.052337755,-0.0006238222,0.0012483597,-0.0009353757,-0.00083153346,0.001562762,-0.0147586465,-0.015464995,0.001562762,-0.02048099,-0.020480968,0.001562762,0.011030555,0.024769545,-0.0055925976,0.0,-0.0105909025,0.008177795,-0.012803704,0.008177795,-0.012803704,0.11871051,0.015499353,0.012350485,0.39011547,2.0807815,1.1369703,1.8780699,2.3933084,0.81032515,0.0055925846,1.5068076,0.012141241,-0.012382501,0.004732969,1.441823,0.009409263,-0.0139247645,-0.0050363387,55.518993,16.480461,27.298435,25.77491,1.5235257,-0.0020719802,0.0013306905,0.009919598,0.012016476,0.0034097354,67.18911,-0.22803041,55.799374,44.75732,11.042051,41.66928,38.598793,3.070487,68.859276,74.835014,-5.975738,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7,9837848.019199997,US-Equity-SNP-AMZN-20190701-093000
73,AAPL,US-Equity-SNP,2,2019-07-08 09:30:00-04:00,2019-07-08 09:30:00-04:00,48.3942756652832,1.0,-1,US-Equity-SNP-AAPL-20190708-093000,2019-07-15 09:30:00-04:00,49.4547,2019-07-15 09:30:00-04:00,49.4547,0,Max holding days touched,Max holding days touched,True,True,0,-0.022129817414030205,-0.02191218527685332,54.0457493048,0,54.0457493048,0,10263,496670.4512,5131.5,5131.5,248335.2256,248335.2256,0.5,True,True,-10991.2264,Fixed,5,5,44363725.57440879,0.010929504,0.011258867,0.011280126,0.005844498,0.012381514,0.01326102,0.022489965,0.0242455,0.12999368,0.016440153,-1.0334547,0.004641354,0.5269033,-0.0021523833,0.6150295,0.03176129,0.35375705,-1.2490869,-0.6073177,-1.2835383,-1.0887623,-0.0008805394,-0.009167373,8.072234e-06,-0.0018059015,-0.00355798,0.022390366,-0.0018059016,0.016537685,0.012264013,-0.0018059016,0.02629913,0.06675768,-0.0018059016,0.058121476,0.056483746,0.03388548,-0.16055626,-0.119363405,0.056483697,-0.09966105,-0.18427524,0.056483697,-0.21744251,-0.18527605,0.056483697,0.0049602985,-0.00020563602,0.011019826,0.0,0.011650918,0.0064162016,0.0,0.0132318875,0.0018543005,-0.0039942586,0.0132318875,-0.012150705,0.010110617,-0.0008805377,0.0073989853,-0.0008805377,0.031881623,-0.0008805377,0.044280674,-0.0008805377,0.11882324,-0.016745865,0.0122949295,0.41400072,3.0426533,1.169612,8.315453,3.3690336,0.43275356,0.0008805394,1.4648452,0.008320763,0.00018304613,-0.017974282,1.5101292,0.01189069,0.001665283,-0.011978401,65.97833,19.588633,32.750385,19.365313,13.385074,0.007917119,0.01788136,0.03412318,0.026000213,0.009885972,15.807923,-0.2608044,85.36065,74.50467,10.855974,89.804985,78.69453,11.110458,93.4831,86.80617,6.6769347,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7,9826856.792799998,US-Equity-SNP-AAPL-20190708-093000
74,MSFT,US-Equity-SNP,2,2019-07-08 09:30:00-04:00,2019-07-08 09:30:00-04:00,129.8500518798828,1.0,-1,US-Equity-SNP-MSFT-20190708-093000,2019-07-15 09:30:00-04:00,132.23,2019-07-15 09:30:00-04:00,132.23,0,Max holding days touched,Max holding days touched,True,True,0,-0.018414562559613334,-0.018328434110436376,21.3834263936,0,21.3834263936,0,3824,496546.5984,1912.0,1912.0,248273.2992,248273.2992,0.5,True,True,-9143.6884,Fixed,5,5,29558996.601664808,0.005378848,0.011213037,0.011650535,0.0058561196,0.010415827,0.010166287,0.021590054,0.0014672875,0.1086238,0.016442895,1.1052212,0.004956782,1.1231569,-0.01737845,0.96285945,0.02095908,0.8049946,0.33836365,-0.14513731,0.9670019,-0.08061528,-0.0029098988,-0.00935328,2.7217098e-05,-0.0018059015,-0.00355798,0.022390366,-0.0018059016,0.016537685,0.012264013,-0.0018059016,0.02629913,0.06675768,-0.0018059016,0.058121476,0.056483746,0.03388548,-0.16055626,-0.119363405,0.056483697,-0.09966105,-0.18427524,0.056483697,-0.21744251,-0.18527605,0.056483697,0.0049602985,-0.00020563602,0.011019826,0.0,0.011650918,0.0064162016,0.0,0.0132318875,0.0018543005,-0.0039942586,0.0132318875,-0.002924025,-0.0013174415,-0.0029098694,0.0035148123,-0.0029098694,0.023141202,-0.0052254847,0.027205532,-0.0052254847,0.08924753,-0.0048155785,0.010770742,0.42218027,3.4331436,2.796077,6.727546,0.19312587,0.82389116,0.0029098988,1.9641799,0.005972565,0.0015017843,-0.017739879,1.4591386,0.0077761877,-0.0015876623,-0.017402586,64.26462,23.516958,31.498781,20.083046,11.415734,0.004698551,0.010559213,0.023376593,0.018590692,0.0058332547,75.43591,-0.039711498,88.64867,80.08124,8.567426,82.48835,67.04775,15.4406,78.88635,71.22894,7.6574073,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7,9817713.104399998,US-Equity-SNP-MSFT-20190708-093000
75,AMZN,US-Equity-SNP,2,2019-07-15 09:30:00-04:00,2019-07-15 09:30:00-04:00,101.06999969482422,1.0,-1,US-Equity-SNP-AMZN-20190715-093000,2019-07-22 09:30:00-04:00,99.2815,2019-07-22 09:30:00-04:00,99.2815,0,Max holding days touched,Max holding days touched,True,True,1,0.01758727750363641,0.0176956535096914,26.901943354000004,0,26.901943354000004,0,4912,496455.8385,2456.0,2456.0,248227.91925,248227.91925,0.5,True,True,8731.3066,Fixed,5,5,58707369.88116178,0.008735989,0.00982381,0.008327153,0.012483627,0.0038048727,0.011503518,0.03477615,0.055012167,0.07692802,-0.00029206276,0.12819289,0.029910564,-0.3773509,0.03820139,-0.25822607,0.026249886,0.020685034,0.65380335,-0.10136366,1.510334,-0.40211678,0.0049624443,0.013061941,6.4819156e-05,0.0046201944,0.0013371706,0.0078116655,0.0,0.01270857,0.030376911,0.0,0.024478547,0.04437375,0.0,0.046506032,-0.041763365,0.015334964,-0.06701803,-0.12065293,0.0,-0.2168141,-0.17838193,0.0,-0.22514069,-0.2389435,0.0,-0.0024729967,0.00030982494,-0.0045244694,-0.0069750776,0.0,0.006445527,-0.0069750776,0.0070737577,0.0012410879,-0.008500634,0.008647574,-0.0020833015,0.058823466,-0.0031772978,0.0049624024,-0.0031772978,0.030056607,-0.0031772978,0.06198148,-0.0031772978,0.0839101,0.0051715374,0.01072999,0.42415243,1.6853839,1.5334172,6.6660047,10.095198,0.13594627,0.0049624443,0.8429439,0.007128263,-0.0007545339,0.019074615,1.4103496,0.009888525,-0.0020297624,0.021370567,70.40706,19.147577,35.08057,15.746523,19.334047,0.009062323,0.021625176,0.03930728,0.029973332,0.012450027,89.50281,0.3099808,77.76256,85.90464,-8.142079,81.434944,88.48344,-7.04849,86.208786,91.13148,-4.9226956,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7,9826444.410999998,US-Equity-SNP-AMZN-20190715-093000
76,AAPL,US-Equity-SNP,2,2019-07-22 09:30:00-04:00,2019-07-22 09:30:00-04:00,49.078697204589844,1.0,-1,US-Equity-SNP-AAPL-20190722-093000,2019-07-29 09:30:00-04:00,50.5319,2019-07-29 09:30:00-04:00,50.5319,0,Max holding days touched,Max holding days touched,True,True,0,-0.029824353712599228,-0.029609644880187507,53.2940615888,0,53.2940615888,0,10115,496431.0222,5057.5,5057.5,248215.5111,248215.5111,0.5,True,True,-14805.7344,Fixed,5,5,41351738.13790061,0.009955124,0.010934314,0.010780229,0.008367678,0.0028172678,-0.009191573,-0.0032563806,-0.0074819326,0.021876633,-0.010842979,-1.0076677,-0.005795121,-1.5532101,0.003874302,-1.9647305,-0.011884034,-2.0010364,-1.0398805,-0.08122027,-1.9173205,-0.5076796,-0.014927745,-0.026287317,0.00039241035,-0.00617671,0.0017871857,-0.012330055,-0.012503712,0.0,-0.004614711,-0.012503712,0.00022183043,0.020173073,-0.012503712,0.021563083,0.0679971,0.006920457,0.1662631,0.0,0.13958986,0.08810246,0.0,0.16626307,-0.046204627,-0.11240791,0.16626307,0.003719449,0.0,0.0035120249,-0.002566735,0.0037193988,-0.0010282397,-0.0034874997,0.0037193988,-0.005018413,-0.0034874997,0.01219002,-0.0017157197,0.0141426325,-0.014927724,0.0,-0.014927724,0.0,-0.014927724,0.012848478,-0.014927724,0.035894673,0.005232334,0.012062696,0.4065823,2.311166,0.43124345,1.4643002,-1.0506636,1.5549779,0.014927745,1.3071328,0.008349547,-0.0066453936,0.013934657,1.5664597,0.011782915,-0.0050824773,0.016944002,55.327442,17.994137,26.076525,19.628225,6.4482994,-0.005575363,-0.0029287606,0.006850039,0.012495067,0.0026614412,12.759911,-0.017187322,39.7073,52.622814,-12.915515,56.89067,70.49997,-13.6093025,72.07931,78.729416,-6.650109,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7,9811638.676599998,US-Equity-SNP-AAPL-20190722-093000
77,MSFT,US-Equity-SNP,2,2019-07-22 09:30:00-04:00,2019-07-22 09:30:00-04:00,130.81153869628906,1.0,-1,US-Equity-SNP-MSFT-20190722-093000,2019-07-29 09:30:00-04:00,134.2578,2019-07-29 09:30:00-04:00,134.2578,0,Max holding days touched,Max holding days touched,True,True,0,-0.0264307938003851,-0.026345239403629966,21.2358566576,0,21.2358566576,0,3795,496429.7894,1897.5,1897.5,248214.8947,248214.8947,0.5,True,True,-13121.0334,Fixed,5,5,31194081.577806644,0.0061611333,0.0067191166,0.009158331,0.014186137,0.012958379,-0.00334239,-0.0164451,-0.003037095,0.011637628,-0.029640675,-0.98391074,-0.04704261,-1.3702524,-0.03249693,-2.1726825,-0.048401773,-2.409191,-2.0040035,0.72062016,-5.4492474,-0.2213149,0.001466155,0.0003656149,5.360481e-07,-0.00617671,0.0017871857,-0.012330055,-0.012503712,0.0,-0.004614711,-0.012503712,0.00022183043,0.020173073,-0.012503712,0.021563083,0.0679971,0.006920457,0.1662631,0.0,0.13958986,0.08810246,0.0,0.16626307,-0.046204627,-0.11240791,0.16626307,0.003719449,0.0,0.0035120249,-0.002566735,0.0037193988,-0.0010282397,-0.0034874997,0.0037193988,-0.005018413,-0.0034874997,0.01219002,0.013721943,0.007404566,0.0,0.002568415,-0.016414596,0.002568415,-0.016414596,0.002568415,-0.016414596,0.023907699,0.005782485,0.009321426,0.4117809,2.7450213,2.3975976,0.9169079,-0.7669753,2.5674045,0.001466155,1.3064327,0.00623624,0.010208947,0.0030611132,1.4518559,0.0079241395,0.009026274,-0.0055468925,56.521633,22.01958,35.142345,21.654348,13.487998,-0.00199285,-0.002439785,0.004164055,0.0061691995,-0.00044782725,29.262985,-0.12911741,23.313633,24.508595,-1.1949608,27.000648,34.30422,-7.3035717,44.11434,54.935356,-10.8210125,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7,9798517.643199999,US-Equity-SNP-MSFT-20190722-093000
78,AMZN,US-Equity-SNP,2,2019-07-29 09:30:00-04:00,2019-07-29 09:30:00-04:00,96.5,1.0,-1,US-Equity-SNP-AMZN-20190729-093000,2019-08-02 09:30:00-04:00,91.675,2019-08-02 09:30:00-04:00,91.675,1,Take Profit in candle,Take Profit in candle,True,True,1,0.049886870563018236,0.05000000000000003,28.078523999999998,0,28.078523999999998,0,5144,496396.0,2572.0,2572.0,248198.0,248198.0,0.5,True,True,24763.643,Fixed,5,5,61682508.463113956,0.0098345615,0.01053702,0.009363625,0.009954106,0.009570657,-0.0259099,-0.010702133,-0.033970833,0.034853756,0.0029579997,-0.03009981,0.009557664,-0.1255202,-0.012936652,0.20570143,0.029290557,-0.088782206,-0.6179154,-1.783222,2.3306131,-1.1138172,-0.015589118,-0.0020996332,3.273143e-05,0.007387638,-0.0004594326,0.016545653,0.0,0.013678281,0.004011631,0.0,0.016545666,0.03718412,0.0,0.038465526,-0.04552591,-0.0008223653,-0.15847749,-0.10125646,0.0074565164,-0.01856339,-0.15847751,0.0074565164,-0.2530713,-0.24984574,0.0074565164,0.0019423962,-0.0002040863,0.008852243,0.0,0.007711289,0.012395501,0.0,0.01260462,0.01923871,0.0,0.019556902,-0.035482287,-0.045216203,-0.028868314,0.0,-0.028868314,0.0,-0.03856529,0.0,-0.03856529,0.02609795,-0.006716192,0.010909993,0.41381577,1.3827559,0.28024954,2.6858585,-6.181696,0.054061413,0.015589118,0.56055415,0.008787097,-0.020377748,-0.023182755,1.3489438,0.010293166,-0.025138551,-0.03086533,47.764732,18.547731,20.45309,27.4928,-7.039708,-0.014509241,-0.017146936,-0.011079974,0.0034797564,-0.002676529,43.614376,0.091324665,53.05243,70.57067,-17.518246,42.288666,50.656567,-8.367901,42.454964,54.75512,-12.300156,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,9823281.286199998,US-Equity-SNP-AMZN-20190729-093000
