,symbol,market,vol_ratio_for_stop_loss,opening_time,exact_opening_time,opening_price,risk_adjuster,trade_direction,id,closing_time_1st_trade,closing_price_1st_trade,closing_time_2nd_trade,closing_price_2nd_trade,number_of_take_profit_touches,reason_for_closing_1st_trade,reason_for_closing_2nd_trade,is_1st_trade_closed,is_2nd_trade_closed,is_successful,PnL_ratio,PnL_ratio_gross,fees_of_1st_trade,taxes_for_1st_trade,fees_of_2nd_trade,taxes_for_2nd_trade,n_shares,invested_budget,n_shares_1st_trade,n_shares_2nd_trade,invested_budget_1st_trade,invested_budget_2nd_trade,ratio_of_simple_budget_to_invested_budget,is_1st_trade_analyzed,is_2nd_trade_analyzed,gain,stop_loss_type,stop_loss_percentage,take_profit_percentage,max_investment,stat_close_Vola_7_1d,stat_close_Vola_14_1d,stat_close_Vola_22_1d,stat_intraday_vol_5_1d,stat_overnight_vol_5_1d,stat_cum_return_3_1d,stat_cum_return_5_1d,stat_cum_return_10_1d,stat_cum_return_22_1d,stat_cum_intraday_return_3_1d,stat_intraday_return_zscore_3_1d,stat_cum_intraday_return_5_1d,stat_intraday_return_zscore_5_1d,stat_cum_intraday_return_10_1d,stat_intraday_return_zscore_10_1d,stat_cum_intraday_return_22_1d,stat_intraday_return_zscore_22_1d,stat_DeltaOpenPercentage_1d,stat_DeltaOpenPercentageMA2_1d,stat_Delta2OpenPercentage_1d,stat_Delta2OpenPercentageMA2_1d,stat_DeltaClosePercentage_1d,stat_Delta2ClosePercentage_1d,stat_DeltaClosexDelta2Close_1d,stat_market_index_change(t_1)_ratio_1d,stat_market_index_open_to_close_t_1_ratio_1d,stat_market_index_5t_change_ratio_1d,stat_market_index_5t_diff_from_max_ratio_1d,stat_market_index_5t_diff_from_min_ratio_1d,stat_market_index_10t_change_ratio_1d,stat_market_index_10t_diff_from_max_ratio_1d,stat_market_index_10t_diff_from_min_ratio_1d,stat_market_index_22t_change_ratio_1d,stat_market_index_22t_diff_from_max_ratio_1d,stat_market_index_22t_diff_from_min_ratio_1d,stat_vix_change(t_1)_ratio_1d,stat_vix_open_to_close_t_1_ratio_1d,stat_vix_5t_change_ratio_1d,stat_vix_5t_diff_from_max_ratio_1d,stat_vix_5t_diff_from_min_ratio_1d,stat_vix_10t_change_ratio_1d,stat_vix_10t_diff_from_max_ratio_1d,stat_vix_10t_diff_from_min_ratio_1d,stat_vix_22t_change_ratio_1d,stat_vix_22t_diff_from_max_ratio_1d,stat_vix_22t_diff_from_min_ratio_1d,stat_us_dollar_change(t_1)_ratio_1d,stat_us_dollar_open_to_close_t_1_ratio_1d,stat_us_dollar_5t_change_ratio_1d,stat_us_dollar_5t_diff_from_max_ratio_1d,stat_us_dollar_5t_diff_from_min_ratio_1d,stat_us_dollar_10t_change_ratio_1d,stat_us_dollar_10t_diff_from_max_ratio_1d,stat_us_dollar_10t_diff_from_min_ratio_1d,stat_us_dollar_22t_change_ratio_1d,stat_us_dollar_22t_diff_from_max_ratio_1d,stat_us_dollar_22t_diff_from_min_ratio_1d,stat_open_to_open_t_2_1d_ratio,stat_open_to_open_t_10_1d_ratio,stat_3t_diff_from_max_ratio_1d,stat_3t_diff_from_min_ratio_1d,stat_5t_diff_from_max_ratio_1d,stat_5t_diff_from_min_ratio_1d,stat_10t_diff_from_max_ratio_1d,stat_10t_diff_from_min_ratio_1d,stat_22t_diff_from_max_ratio_1d,stat_22t_diff_from_min_ratio_1d,stat_open_to_close_t_1_ratio_1d,stat_vol_lazy,stat_vol_correlation,stat_sharpe_126,stat_sharpe_66,stat_sharpe_22,stat_sharpe_10,stat_yesterday_intraday_vol,stat_yesterday_vol,stat_beta_22_1d,stat_IV_based_on_daily_return_market_22_1d,stat_last_day_residual_22_1d,stat_cum_5_residual_22_1d,stat_beta_66_1d,stat_IV_based_on_daily_return_market_66_1d,stat_last_day_residual_66_1d,stat_cum_5_residual_66_1d,stat_RSI_14_t_1_1d,stat_ADX_14_1d,stat_DMP_14_1d,stat_DMN_14_1d,stat_ADXdiff_14_1d,stat_close_EMA(5)_ratio_1d,stat_close_EMA(10)_ratio_1d,stat_close_EMA(20)_ratio_1d,stat_EMA(5)_EMA(20)_ratio_1d,stat_EMA(5)_EMA(10)_ratio_1d,stat_OBV7_1d,stat_CMF10_1d,stat_stoch_k_4_1d,stat_stoch_d_4_1d,stat_stoch_k_d_diff_4_1d,stat_stoch_k_7_1d,stat_stoch_d_7_1d,stat_stoch_k_d_diff_7_1d,stat_stoch_k_14_1d,stat_stoch_d_14_1d,stat_stoch_k_d_diff_14_1d,stat_sector_1,stat_sector_2,stat_sector_3,stat_sector_4,stat_sector_5,stat_sector_6,stat_sector_7,stat_sector_8,stat_sector_9,stat_sector_10,stat_sector_11,stat_group_1,stat_group_2,stat_group_3,stat_group_4,stat_group_5,stat_group_6,stat_group_7,stat_group_8,stat_group_9,stat_group_10,stat_group_11,stat_group_12,stat_group_13,stat_group_14,stat_group_15,stat_group_16,stat_group_17,stat_group_18,stat_group_19,stat_group_20,stat_group_21,stat_group_22,stat_group_23,stat_group_24,stat_group_25,stat_group_26,stat_group_27,stat_group_28,stat_group_29,duration,budget,budget_after_which_trade
384,AAPL,US-Equity-SNP,2,2022-03-28 09:30:00-04:00,2022-03-28 09:30:00-04:00,169.797607421875,1.0,-1,US-Equity-SNP-AAPL-20220328-093000,2022-04-04 09:30:00-04:00,175.9812,2022-04-04 09:30:00-04:00,175.9812,0,Max holding days touched,Max holding days touched,True,True,0,-0.036485178330794336,-0.036417430563443674,14.620797072400002,0,14.620797072400002,0,2542,431625.5181,1271.0,1271.0,215812.75905,215812.75905,0.5,True,True,-15747.934,Fixed,5,5,154807805.40695468,0.00804718,0.021530885,0.019773498,0.01441081,0.003439061,0.034645557,0.0639838,0.123487234,0.09185046,0.035642147,-1.0868592,0.067077756,-1.459065,0.13982838,-0.98706996,0.14663398,-0.09135947,-0.9834528,0.3325522,-2.63201,-1.4054716,0.0037341118,-0.018943787,-7.073821e-05,0.0050661564,-0.0004336834,0.017911196,0.0,0.019482752,0.08057213,0.0,0.08865096,0.07515323,0.0,0.08927994,-0.039686203,0.06391156,-0.12819445,-0.11709802,0.0,-0.32325202,-0.34497955,0.0,-0.3291425,-0.42908096,0.0,0.00020241737,0.0,0.005904436,0.0,0.0032490578,-0.003127575,-0.0026244286,0.008162386,0.027237654,-0.0048343576,0.02266606,0.0064889193,0.1368109,0.0,0.026496712,0.0,0.05647611,0.0,0.16000539,0.0,0.16000539,-0.014594853,0.018596184,0.35980228,1.4211286,0.53191936,3.3517795,11.799323,0.48308372,0.0037341118,1.1262136,0.010009362,-0.0023097494,0.04201286,1.2281365,0.009251571,-0.003111699,0.03874959,63.369537,24.739878,30.328487,21.161364,9.167123,0.023023762,0.044579204,0.05677148,0.032988206,0.021070326,49.221146,0.4978843,91.70151,90.934074,0.7674336,95.18504,94.576256,0.60878915,95.568016,93.31927,2.2487473,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7,8563386.765200004,US-Equity-SNP-AAPL-20220328-093000
385,NVDA,US-Equity-SNP,2,2022-04-04 09:30:00-04:00,2022-04-04 09:30:00-04:00,26.690006256103516,1.0,-1,US-Equity-SNP-NVDA-20220404-093000,2022-04-06 09:30:00-04:00,24.8986,2022-04-06 09:30:00-04:00,24.8986,1,Take Profit at Open,Take Profit at Open,True,True,1,0.0667308850570043,0.06711898974148256,83.75381386480001,0,83.75381386480001,0,16171,431604.0912,8085.5,8085.5,215802.0456,215802.0456,0.5,True,True,28801.323,Fixed,5,5,130358814.60690063,0.044675943,0.04351055,0.044350557,0.018198919,0.009617026,-0.06933665,-0.03481996,0.016273856,0.11834705,-0.063765526,-0.9246769,-0.048443556,-0.84362566,0.0025598407,-0.82409084,0.07865715,-0.7707125,-2.3634732,-1.914227,-0.89849234,-0.25960207,-0.021036446,-0.006446302,0.00013560729,0.0034102201,0.00046420097,0.000616312,-0.018512012,0.0034102225,0.018538594,-0.018512012,0.020111041,0.03632021,-0.018512012,0.08995125,-0.045233488,0.057055593,-0.056703508,-0.04523348,0.038624316,-0.17762887,-0.16716167,0.038624316,-0.36141837,-0.4614541,0.038624316,0.0032550097,-0.000608325,-0.0018216968,-0.0046422356,0.008589798,0.00407207,-0.0046422356,0.008589798,0.012732267,-0.006647232,0.008589798,-0.037938297,0.0083373785,-0.03531969,0.0,-0.06783912,0.0,-0.06783912,0.042053517,-0.06783912,0.25232056,0.00059890747,0.03634608,0.41552895,1.1271187,-0.4440276,1.9254663,0.66540533,2.4219215,0.021036446,2.6757612,0.023261324,-0.030948471,-0.041071016,2.6540194,0.020035664,-0.03080791,-0.04072012,54.65903,21.712418,26.437994,22.867748,3.5702453,-0.021556467,-0.008432245,0.02539058,0.047981355,0.013413367,86.994415,-0.02042553,16.341694,42.79733,-26.455637,46.66224,66.14414,-19.481905,77.7503,85.58838,-7.838078,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,8592188.088200003,US-Equity-SNP-NVDA-20220404-093000
386,AMZN,US-Equity-SNP,2,2022-04-04 09:30:00-04:00,2022-04-04 09:30:00-04:00,164.125,1.0,-1,US-Equity-SNP-AMZN-20220404-093000,2022-04-07 09:30:00-04:00,155.9188,2022-04-07 09:30:00-04:00,155.9188,1,Take Profit in candle,Take Profit in candle,True,True,1,0.04992988290138959,0.049999695354150775,15.061541,0,15.061541,0,2629,431484.625,1314.5,1314.5,215742.3125,215742.3125,0.5,True,True,21543.9768,Fixed,5,5,111183308.38380294,0.015443635,0.019317662,0.02631283,0.01578279,0.005344681,-0.034214735,-0.006701827,0.01519537,0.08033723,-0.03741008,1.0350139,-0.019344091,0.016222237,0.0043038726,-0.2981079,-0.03065449,-0.09451305,-0.0149309635,-0.6970316,1.3642013,0.6051123,0.0034509897,0.023315549,8.046172e-05,0.0034102201,0.00046420097,0.000616312,-0.018512012,0.0034102225,0.018538594,-0.018512012,0.020111041,0.03632021,-0.018512012,0.08995125,-0.045233488,0.057055593,-0.056703508,-0.04523348,0.038624316,-0.17762887,-0.16716167,0.038624316,-0.36141837,-0.4614541,0.038624316,0.0032550097,-0.000608325,-0.0018216968,-0.0046422356,0.008589798,0.00407207,-0.0046422356,0.008589798,0.012732267,-0.006647232,0.008589798,-0.013938606,0.018644333,-0.016482146,0.0034509732,-0.03398993,0.0034509732,-0.03398993,0.012808703,-0.03398993,0.20251887,0.0034544468,0.02238013,0.34675622,0.16895004,-0.11349923,2.2030628,1.64559,0.3591299,0.0034509897,1.4432662,0.016494378,-0.0026455277,-0.01382414,1.5771646,0.021337625,-0.00281165,-0.01248751,57.625565,19.10678,28.851265,25.01367,3.8375955,-0.006663809,0.0023536528,0.025430733,0.03230985,0.009077956,117.330986,0.043391086,20.779346,47.628246,-26.848902,39.29103,59.324078,-20.033045,77.83068,85.20033,-7.3696475,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,8613732.065000001,US-Equity-SNP-AMZN-20220404-093000
387,MSFT,US-Equity-SNP,2,2022-04-04 09:30:00-04:00,2022-04-04 09:30:00-04:00,303.4822998046875,1.0,-1,US-Equity-SNP-MSFT-20220404-093000,2022-04-11 09:30:00-04:00,285.5723,2022-04-11 09:30:00-04:00,285.5723,1,Take Profit at Open,Take Profit at Open,True,True,1,0.058973544805285466,0.05901497324955649,8.9393023212,0,8.9393023212,0,1422,431551.8303,711.0,711.0,215775.91515,215775.91515,0.5,True,True,25450.1412,Fixed,5,5,91671555.43343006,0.014109604,0.016122123,0.020909248,0.012475662,0.005486658,-0.018996894,0.019278467,0.030412614,0.03486699,-0.017327905,0.56980073,0.008381844,-0.10958991,0.03160286,-0.26041812,0.0050287247,-0.004022803,0.2327323,-0.6052077,1.67588,0.09405613,0.0036002398,0.02128315,7.662444e-05,0.0034102201,0.00046420097,0.000616312,-0.018512012,0.0034102225,0.018538594,-0.018512012,0.020111041,0.03632021,-0.018512012,0.08995125,-0.045233488,0.057055593,-0.056703508,-0.04523348,0.038624316,-0.17762887,-0.16716167,0.038624316,-0.36141837,-0.4614541,0.038624316,0.0032550097,-0.000608325,-0.0018216968,-0.0046422356,0.008589798,0.00407207,-0.0046422356,0.008589798,0.012732267,-0.006647232,0.008589798,-0.012137771,0.03747177,-0.014146367,0.0036002295,-0.018991077,0.0036002295,-0.018991077,0.03429596,-0.018991077,0.121696636,0.0021653175,0.017579371,0.37437564,0.651226,-0.9880414,1.2032439,3.440319,0.01616478,0.0036002398,1.4198743,0.0064028525,-0.00038982398,0.02230981,1.3148054,0.010256987,-0.0005464013,0.01982631,57.565563,22.52383,23.092356,18.969501,4.122854,-0.00015378921,0.0100157615,0.02523324,0.025390934,0.010171115,99.15339,0.3842602,52.99264,73.63206,-20.639418,69.86233,82.252815,-12.3904915,86.06976,91.824326,-5.754561,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7,8639182.2062,US-Equity-SNP-MSFT-20220404-093000
388,AMZN,US-Equity-SNP,2,2022-04-11 09:30:00-04:00,2022-04-11 09:30:00-04:00,152.71299743652344,1.0,-1,US-Equity-SNP-AMZN-20220411-093000,2022-04-18 09:30:00-04:00,152.785,2022-04-18 09:30:00-04:00,152.785,0,Max holding days touched,Max holding days touched,True,True,0,-0.0005459212753836135,-0.000471489425819748,16.0554693712,0,16.0554693712,0,2825,431414.2178,1412.5,1412.5,215707.1089,215707.1089,0.5,True,True,-235.5182,Fixed,5,5,108079942.92262684,0.021190092,0.019333972,0.024387013,0.018404564,0.0075852596,-0.05948627,-0.055713892,-0.06241572,0.109891355,-0.036397696,-0.33745143,-0.03265381,-0.41976312,-0.0519979,-0.5462456,0.04511404,-0.82775885,-2.5754392,-1.808551,-1.5337765,-0.28230846,-0.021066725,-0.014947295,0.00031489055,-0.0026510358,-0.0057125688,-0.012666464,-0.020590827,0.0015910834,-0.01205802,-0.030944018,0.0015910834,0.04918325,-0.030944018,0.075523995,-0.0180974,0.09120989,0.077942014,-0.04253396,0.13947228,0.016818881,-0.04253396,0.13947228,-0.34791988,-0.33396286,0.13947228,0.00050127506,0.00040078163,0.011862516,0.0,0.008182697,0.010019302,0.0,0.02055427,0.018679261,0.0,0.02055427,-0.03590274,-0.074326456,-0.027057257,0.0,-0.08248465,0.0,-0.08773296,0.0,-0.08773296,0.08887721,-0.011313558,0.02512029,0.34524113,-0.13061622,-0.40980616,3.2514906,-4.686239,1.4606118,0.021066725,1.5033753,0.016952857,-0.018698825,-0.044896457,1.6008894,0.021510774,-0.017495174,-0.0389445,44.60428,16.662159,22.175798,28.477434,-6.3016357,-0.028796043,-0.039186597,-0.032822546,-0.0041458854,-0.010698633,141.32834,-0.15764324,12.902481,26.362946,-13.4604645,11.78239,21.32811,-9.545719,13.319728,34.88491,-21.565184,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7,8669601.2978,US-Equity-SNP-AMZN-20220411-093000
389,AAPL,US-Equity-SNP,2,2022-04-11 09:30:00-04:00,2022-04-11 09:30:00-04:00,166.38526916503906,1.0,-1,US-Equity-SNP-AAPL-20220411-093000,2022-04-18 09:30:00-04:00,162.7955,2022-04-18 09:30:00-04:00,162.7955,0,Max holding days touched,Max holding days touched,True,True,1,0.0215060691077316,0.021575041967677643,14.8787405116,0,14.8787405116,0,2593,431437.0029,1296.5,1296.5,215718.50145,215718.50145,0.5,True,True,9278.514,Fixed,5,5,151306096.29583046,0.015581931,0.015507107,0.01874805,0.012801946,0.007581918,-0.028555572,-0.023804367,-0.025776684,0.0466156,-0.0071874857,-0.953646,0.0012347102,-0.7047422,0.013082325,-0.80726933,0.115997195,-1.0145391,-1.7871797,-0.71246326,-2.149433,-0.5454749,-0.01190877,-0.013712645,0.00016330072,-0.0026510358,-0.0057125688,-0.012666464,-0.020590827,0.0015910834,-0.01205802,-0.030944018,0.0015910834,0.04918325,-0.030944018,0.075523995,-0.0180974,0.09120989,0.077942014,-0.04253396,0.13947228,0.016818881,-0.04253396,0.13947228,-0.34791988,-0.33396286,0.13947228,0.00050127506,0.00040078163,0.011862516,0.0,0.008182697,0.010019302,0.0,0.02055427,0.018679261,0.0,0.02055427,-0.014314055,-0.02009648,-0.011908773,0.0,-0.04679443,0.0,-0.049564123,0.0,-0.049564123,0.12926564,-0.008113384,0.017201468,0.36839345,1.4221718,-0.5411933,1.7941252,-2.6827183,0.9838164,0.01190877,1.4055122,0.009514341,-0.007143994,-0.0009360259,1.2336078,0.0091487,-0.009119736,-0.01069787,50.0389,17.49585,24.679869,25.599382,-0.9195129,-0.013894262,-0.015461139,-0.005163452,0.008853827,-0.001588955,49.5737,0.15868782,18.873203,33.756226,-14.883023,16.991898,30.711647,-13.719748,50.348003,64.62252,-14.274518,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7,8669836.816,US-Equity-SNP-AAPL-20220411-093000
390,NVDA,US-Equity-SNP,2,2022-04-11 09:30:00-04:00,2022-04-11 09:30:00-04:00,22.182424545288086,1.0,-1,US-Equity-SNP-NVDA-20220411-093000,2022-04-18 09:30:00-04:00,21.0733,2022-04-18 09:30:00-04:00,21.0733,1,Take Profit in candle,Take Profit in candle,True,True,1,0.04953480557282353,0.05000014957894594,100.40656254839999,0,100.40656254839999,0,19454,431536.8871,9727.0,9727.0,215768.44355,215768.44355,0.5,True,True,21376.0958,Fixed,5,5,136483624.11251244,0.02919939,0.040242806,0.043411974,0.030220594,0.018111164,-0.111909926,-0.13988066,-0.17470062,0.023918271,-0.06403428,-1.0086514,-0.08893198,-0.5703253,-0.13737553,-0.894309,0.058049023,-1.0206846,-7.120448,-4.6321955,-4.976505,-2.5716124,-0.044985175,-0.036831796,0.0016568848,-0.0026510358,-0.0057125688,-0.012666464,-0.020590827,0.0015910834,-0.01205802,-0.030944018,0.0015910834,0.04918325,-0.030944018,0.075523995,-0.0180974,0.09120989,0.077942014,-0.04253396,0.13947228,0.016818881,-0.04253396,0.13947228,-0.34791988,-0.33396286,0.13947228,0.00050127506,0.00040078163,0.011862516,0.0,0.008182697,0.010019302,0.0,0.02055427,0.018679261,0.0,0.02055427,-0.09111732,-0.1996684,-0.052771818,0.0,-0.15500733,0.0,-0.19322306,0.0,-0.19322306,0.083872296,-0.03914517,0.03934834,0.39740926,0.6409085,-1.0447562,0.3975556,-9.186434,3.336537,0.044985175,3.1153555,0.024398817,-0.030814538,-0.071145445,2.6966755,0.02089222,-0.03755534,-0.10456482,39.609188,20.259645,18.397785,32.196716,-13.79893,-0.062468484,-0.09209058,-0.09548649,-0.03521802,-0.031595837,82.263756,-0.21974854,10.198467,14.377191,-4.1787233,7.9399676,11.401593,-3.461626,7.4974346,22.786474,-15.28904,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7,8660558.302000001,US-Equity-SNP-NVDA-20220411-093000
391,MSFT,US-Equity-SNP,2,2022-04-18 09:30:00-04:00,2022-04-18 09:30:00-04:00,272.9667663574219,1.0,-1,US-Equity-SNP-MSFT-20220418-093000,2022-04-21 09:30:00-04:00,286.6152,2022-04-21 09:30:00-04:00,286.6152,0,Stop loss in candle,Stop loss in candle,True,True,0,-0.05004551472602499,-0.05000034921726303,9.7520286976,0,9.7520286976,0,1582,431833.4244,791.0,791.0,215916.7122,215916.7122,0.5,True,True,-21611.326,Fixed,5,5,86662724.7187403,0.021908386,0.02067375,0.019127881,0.02177903,0.010166224,-0.018589914,-0.07262176,-0.094432056,-0.021939158,-0.03619969,-0.6511495,-0.07012844,-0.7862229,-0.06462604,-1.2459506,0.008789718,-1.8408725,-3.1864882,-0.6453395,-5.0822973,-0.4678874,-0.027084291,-0.0467965,0.00126745,-0.012144148,-0.0015844703,-0.023914456,-0.02131996,0.0,-0.030421138,-0.04147179,0.0,0.030531645,-0.051604252,0.007969503,0.040330052,0.080176234,0.053364396,-0.06852688,0.07277887,0.104085684,-0.06852688,0.22240178,-0.23902106,-0.14885637,0.22240178,0.00440526,0.001794219,0.0057142973,0.0,0.005210387,0.020445585,0.0,0.01713477,0.01261735,0.0,0.025871754,-0.013510942,-0.09845799,-0.027084311,0.0,-0.057716217,0.0,-0.11156618,0.0,-0.11280549,0.0,-0.0032875538,0.02126233,0.38230765,-0.36791176,-1.1281224,-0.82761943,-7.1048827,2.8671563,0.027084291,1.5297711,0.0081188185,-0.0053240517,-0.020124389,1.3659347,0.010608658,-0.01013885,-0.03816832,37.568844,23.46029,13.683187,30.03538,-16.352192,-0.024680795,-0.044076312,-0.055652834,-0.031755798,-0.019886326,91.57239,-0.20485722,15.059284,11.041395,4.0178895,9.038775,6.9234114,2.1153643,8.642358,6.675267,1.9670907,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,8647989.9718,US-Equity-SNP-MSFT-20220418-093000
392,MSFT,US-Equity-SNP,2,2022-04-25 09:30:00-04:00,2022-04-25 09:30:00-04:00,267.46649169921875,1.0,-1,US-Equity-SNP-MSFT-20220425-093000,2022-04-27 09:30:00-04:00,280.8399,2022-04-27 09:30:00-04:00,280.8399,0,Stop loss in candle,Stop loss in candle,True,True,0,-0.05004624311565875,-0.0500003129955449,9.9260634024,0,9.9260634024,0,1616,432225.8506,808.0,808.0,216112.9253,216112.9253,0.5,True,True,-21631.28,Fixed,5,5,79961471.490362,0.019500049,0.019911068,0.0186159,0.020274138,0.0077915736,-0.03981018,-0.02030468,-0.09292644,-0.1000765,-0.06458789,-0.5895327,-0.03762573,-0.932789,-0.10775417,-0.8600518,-0.085923314,-1.3657631,-2.9785573,-2.6847868,-0.58754086,-1.3476133,-0.024144351,-0.0047632456,0.000115005474,-0.027740061,-0.003848493,-0.027503133,-0.042676203,0.0,-0.05075991,-0.048236743,0.0,-0.053158402,-0.07768812,0.0,0.2438271,0.064870715,0.24273121,0.0,0.38828737,0.30904877,0.0,0.38828737,0.22972965,0.0,0.5191168,0.0063630342,-0.000987947,0.0089713335,0.0,0.008267774,0.014736891,0.0,0.014228438,0.027718544,0.0,0.035075165,-0.052983522,-0.09036738,-0.04305748,0.0,-0.04305748,0.0,-0.077246755,0.0,-0.1311942,0.0,-0.0027005076,0.018701714,0.4060456,-0.67933184,-0.97245896,-3.8790524,-7.56601,2.715844,0.024144351,1.3878729,0.00872752,0.015554715,0.023523856,1.308576,0.010068102,0.012172482,0.015449667,35.81695,25.376617,14.738421,31.593426,-16.855003,-0.02341416,-0.03865194,-0.05604284,-0.03341097,-0.015603116,88.12688,-0.4739996,30.123894,44.621826,-14.497932,25.325064,30.51203,-5.186966,10.022738,13.686625,-3.6638863,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,8626358.691799998,US-Equity-SNP-MSFT-20220425-093000
393,AMZN,US-Equity-SNP,2,2022-04-25 09:30:00-04:00,2022-04-25 09:30:00-04:00,144.0229949951172,1.0,-1,US-Equity-SNP-AMZN-20220425-093000,2022-04-27 09:30:00-04:00,136.8219,2022-04-27 09:30:00-04:00,136.8219,1,Take Profit in candle,Take Profit in candle,True,True,1,0.04992117960954358,0.04999961982016363,16.957073124,0,16.957073124,0,3002,432357.031,1501.0,1501.0,216178.5155,216178.5155,0.5,True,True,21583.773,Fixed,5,5,91462888.671334,0.029968202,0.024953444,0.021712773,0.03035724,0.003410192,-0.08967638,-0.04767835,-0.08570063,-0.12768525,-0.09066063,0.39512748,-0.042303503,-0.54750234,-0.073121905,-0.6977698,-0.10822219,-1.0096502,-2.8512657,-3.5146503,1.3267696,-0.5092472,-0.026608944,0.010417461,-0.00027719766,-0.027740061,-0.003848493,-0.027503133,-0.042676203,0.0,-0.05075991,-0.048236743,0.0,-0.053158402,-0.07768812,0.0,0.2438271,0.064870715,0.24273121,0.0,0.38828737,0.30904877,0.0,0.38828737,0.22972965,0.0,0.5191168,0.0063630342,-0.000987947,0.0089713335,0.0,0.008267774,0.014736891,0.0,0.014228438,0.027718544,0.0,0.035075165,-0.06910175,-0.08119303,-0.06265013,0.0,-0.0870597,0.0,-0.0870597,0.0,-0.14744705,0.0,-0.0022653937,0.026681995,0.34745675,-0.67106044,-0.4959051,-4.2432933,-5.355473,2.6306868,0.026608944,1.472666,0.012779726,0.01649259,0.003713035,1.6244893,0.021892244,0.017886613,-0.006236268,37.64454,15.920157,17.080933,30.275648,-13.1947155,-0.03649357,-0.05344853,-0.067457385,-0.032136593,-0.017597146,86.21815,-0.39075288,18.457836,43.19826,-24.740427,19.78483,42.39438,-22.609549,9.812796,20.294397,-10.481601,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,8647942.464799996,US-Equity-SNP-AMZN-20220425-093000
394,NVDA,US-Equity-SNP,2,2022-04-25 09:30:00-04:00,2022-04-25 09:30:00-04:00,19.174705505371094,1.0,-1,US-Equity-SNP-NVDA-20220425-093000,2022-05-02 09:30:00-04:00,19.5052,2022-05-02 09:30:00-04:00,19.5052,0,Max holding days touched,Max holding days touched,True,True,0,-0.017773044583554495,-0.01723596195708606,116.11443343639999,0,116.11443343639999,0,22550,432389.6091,11275.0,11275.0,216194.80455,216194.80455,0.5,True,True,-7684.8798,Fixed,5,5,133595913.18786883,0.03746286,0.03396954,0.038523216,0.044273976,0.00859456,-0.12582171,-0.08207357,-0.20795065,-0.2893396,-0.15507078,0.7803539,-0.1055634,-0.40679592,-0.23168343,-0.4400464,-0.28565866,-0.7593478,-5.4228363,-5.9497056,1.0537386,-0.91721106,-0.033097208,0.027372122,-0.0009059408,-0.027740061,-0.003848493,-0.027503133,-0.042676203,0.0,-0.05075991,-0.048236743,0.0,-0.053158402,-0.07768812,0.0,0.2438271,0.064870715,0.24273121,0.0,0.38828737,0.30904877,0.0,0.38828737,0.22972965,0.0,0.5191168,0.0063630342,-0.000987947,0.0089713335,0.0,0.008267774,0.014736891,0.0,0.014228438,0.027718544,0.0,0.035075165,-0.11548203,-0.19714004,-0.091565154,0.0,-0.12086689,0.0,-0.1558891,0.0,-0.3189908,0.0,-0.016038835,0.038165037,0.40959993,-0.15900442,-1.2877098,-5.419546,-9.715272,3.8812041,0.033097208,2.4736598,0.0246514,0.042704042,0.021264043,2.6128926,0.021877386,0.040309787,-0.006223562,31.749817,26.56759,13.046866,30.046066,-16.9992,-0.058529347,-0.10162135,-0.14979938,-0.0969441,-0.045770947,65.90134,-0.39374164,10.353715,28.738432,-18.384718,10.260535,20.317385,-10.056849,2.7429743,6.779555,-4.0365806,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7,8640257.584999997,US-Equity-SNP-NVDA-20220425-093000
