Date,PortfolioValueAtOpen,PortfolioValue,Transactions,open_positions_at_the_end,long_positions_values,short_positions_values,locked_balance_at_open,long_positions_value_at_open,short_positions_value_at_open,net_exposure,daily_return,MarketIndexOpen,MarketIndexClose,rolling_B,rolling_B_overnight
2018-03-19 09:30:00-04:00,10000000.0,10000000.0,,,0,0.0,0.0,0,0.0,,0.0,2741.38,2712.92,-0.0,-0.0
2018-03-20 09:30:00-04:00,10000000.0,10000000.0,,,0,0.0,0.0,0,0.0,,0.0,2715.05,2716.94,0.0,0.0
2018-03-21 09:30:00-04:00,10000000.0,10000000.0,,,0,0.0,0.0,0,0.0,,0.0,2714.99,2711.93,-0.0,-0.0
2018-03-22 09:30:00-04:00,10000000.0,10000000.0,,,0,0.0,0.0,0,0.0,,0.0,2691.36,2643.69,-0.0,-0.0
2018-03-23 09:30:00-04:00,10000000.0,10000000.0,,,0,0.0,0.0,0,0.0,,0.0,2646.71,2588.26,0.0,0.0
2018-03-26 09:30:00-04:00,10000000.0,10000000.0,,,0,0.0,0.0,0,0.0,,0.0,2619.35,2658.55,0.0,0.0
2018-03-27 09:30:00-04:00,10000000.0,10000000.0,,,0,0.0,0.0,0,0.0,,0.0,2667.57,2612.62,0.0,0.0
2018-03-28 09:30:00-04:00,10000000.0,10000000.0,,,0,0.0,0.0,0,0.0,,0.0,2611.3,2605.0,0.0,-0.0
2018-03-29 09:30:00-04:00,10000000.0,10000000.0,,,0,0.0,0.0,0,0.0,,0.0,2614.41,2640.87,0.0,0.0
2018-04-02 09:30:00-04:00,10000000.0,10000000.0,,,0,0.0,0.0,0,0.0,,0.0,2633.45,2581.88,0.0,-0.0
2018-04-03 09:30:00-04:00,10000000.0,10000000.0,,,0,0.0,0.0,0,0.0,,0.0,2592.17,2614.45,0.0,0.0
2018-04-04 09:30:00-04:00,10000000.0,10000000.0,,,0,0.0,0.0,0,0.0,,0.0,2584.04,2644.69,0.0,-0.0
2018-04-05 09:30:00-04:00,10000000.0,10000000.0,,,0,0.0,0.0,0,0.0,,0.0,2657.36,2662.84,0.0,0.0
2018-04-06 09:30:00-04:00,10000000.0,10000000.0,,,0,0.0,0.0,0,0.0,,0.0,2645.82,2604.47,0.0,-0.0
2018-04-09 09:30:00-04:00,10000000.0,10000000.0,,,0,0.0,0.0,0,0.0,,0.0,2617.18,2613.16,0.0,0.0
2018-04-10 09:30:00-04:00,10000000.0,10000000.0,,,0,0.0,0.0,0,0.0,,0.0,2638.41,2656.87,0.0,0.0
2018-04-11 09:30:00-04:00,10000000.0,10000000.0,,,0,0.0,0.0,0,0.0,,0.0,2643.89,2642.19,0.0,-0.0
2018-04-12 09:30:00-04:00,10000000.0,10000000.0,,,0,0.0,0.0,0,0.0,,0.0,2653.83,2663.99,0.0,0.0
2018-04-13 09:30:00-04:00,10000000.0,10000000.0,,,0,0.0,0.0,0,0.0,,0.0,2676.9,2656.3,0.0,0.0
2018-04-16 09:30:00-04:00,10000000.0,10000000.0,,,0,0.0,0.0,0,0.0,,0.0,2670.1,2677.84,0.0,0.0
2018-04-17 09:30:00-04:00,10000000.0,10000000.0,,,0,0.0,0.0,0,0.0,,0.0,2692.74,2706.39,0.0,0.0
2018-04-18 09:30:00-04:00,10000000.0,10000000.0,,,0,0.0,0.0,0,0.0,,0.0,2710.11,2708.64,0.0,0.0
2018-04-19 09:30:00-04:00,10000000.0,10000000.0,,,0,0.0,0.0,0,0.0,,0.0,2701.16,2693.13,0.0,-0.0
2018-04-20 09:30:00-04:00,10000000.0,10000000.0,,,0,0.0,0.0,0,0.0,,0.0,2692.56,2670.14,0.0,-0.0
2018-04-23 09:30:00-04:00,10000000.0,10000000.0,,,0,0.0,0.0,0,0.0,,0.0,2675.4,2670.29,0.0,0.0
2018-04-24 09:30:00-04:00,10000000.0,10000000.0,,,0,0.0,0.0,0,0.0,,0.0,2680.8,2634.56,0.0,0.0
2018-04-25 09:30:00-04:00,10000000.0,10000000.0,,,0,0.0,0.0,0,0.0,,0.0,2634.92,2639.4,0.0,0.0
2018-04-26 09:30:00-04:00,10000000.0,10000000.0,,,0,0.0,0.0,0,0.0,,0.0,2651.65,2666.94,0.0,0.0
2018-04-27 09:30:00-04:00,10000000.0,10000000.0,,,0,0.0,0.0,0,0.0,,0.0,2675.47,2669.91,0.0,0.0
2018-04-30 09:30:00-04:00,10000000.0,10000000.0,,,0,0.0,0.0,0,0.0,,0.0,2682.51,2648.05,0.0,0.0
2018-05-01 09:30:00-04:00,10000000.0,10000000.0,,,0,0.0,0.0,0,0.0,,0.0,2642.96,2654.8,0.0,-0.0
2018-05-02 09:30:00-04:00,10000000.0,10000000.0,,,0,0.0,0.0,0,0.0,,0.0,2654.24,2635.67,0.0,-0.0
2018-05-03 09:30:00-04:00,10000000.0,10000000.0,,,0,0.0,0.0,0,0.0,,0.0,2628.08,2629.73,0.0,-0.0
2018-05-04 09:30:00-04:00,10000000.0,10000000.0,,,0,0.0,0.0,0,0.0,,0.0,2621.45,2663.42,0.0,-0.0
2018-05-07 09:30:00-04:00,10000000.0,10000000.0,,,0,0.0,0.0,0,0.0,,0.0,2680.34,2672.63,0.0,0.0
2018-05-08 09:30:00-04:00,10000000.0,10000000.0,,,0,0.0,0.0,0,0.0,,0.0,2670.26,2671.92,0.0,-0.0
2018-05-09 09:30:00-04:00,10000000.0,10000000.0,,,0,0.0,0.0,0,0.0,,0.0,2678.12,2697.79,0.0,0.0
2018-05-10 09:30:00-04:00,10000000.0,10000000.0,,,0,0.0,0.0,0,0.0,,0.0,2705.02,2723.07,0.0,0.0
2018-05-11 09:30:00-04:00,10000000.0,10000000.0,,,0,0.0,0.0,0,0.0,,0.0,2722.7,2727.72,0.0,-0.0
2018-05-14 09:30:00-04:00,10000000.0,10000000.0,,,0,0.0,0.0,0,0.0,,0.0,2738.47,2730.13,0.0,0.0
2018-05-15 09:30:00-04:00,10000000.0,10000000.0,,,0,0.0,0.0,0,0.0,,0.0,2718.59,2711.45,-0.0,-0.0
2018-05-16 09:30:00-04:00,10000000.0,10000000.0,,,0,0.0,0.0,0,0.0,,0.0,2712.62,2722.46,0.0,0.0
2018-05-17 09:30:00-04:00,10000000.0,10000000.0,,,0,0.0,0.0,0,0.0,,0.0,2719.71,2720.13,-0.0,-0.0
2018-05-18 09:30:00-04:00,10000000.0,10000000.0,,,0,0.0,0.0,0,0.0,,0.0,2717.35,2712.97,-0.0,-0.0
2018-05-21 09:30:00-04:00,10000000.0,10000000.0,,,0,0.0,0.0,0,0.0,,0.0,2735.39,2733.01,0.0,0.0
2018-05-22 09:30:00-04:00,10000000.0,10000000.0,,,0,0.0,0.0,0,0.0,,0.0,2738.34,2724.44,-0.0,0.0
2018-05-23 09:30:00-04:00,10000000.0,10000000.0,,,0,0.0,0.0,0,0.0,,0.0,2713.98,2733.29,0.0,-0.0
2018-05-24 09:30:00-04:00,10000000.0,10000000.0,,,0,0.0,0.0,0,0.0,,0.0,2730.94,2727.76,-0.0,-0.0
2018-05-25 09:30:00-04:00,10000000.0,10000000.0,,,0,0.0,0.0,0,0.0,,0.0,2723.6,2721.33,-0.0,-0.0
2018-05-29 09:30:00-04:00,10000000.0,10000000.0,,,0,0.0,0.0,0,0.0,,0.0,2705.11,2689.86,0.0,-0.0
2018-05-30 09:30:00-04:00,10000000.0,10000000.0,,,0,0.0,0.0,0,0.0,,0.0,2702.43,2724.01,0.0,0.0
2018-05-31 09:30:00-04:00,10000000.0,10000000.0,,,0,0.0,0.0,0,0.0,,0.0,2720.98,2705.27,0.0,-0.0
2018-06-01 09:30:00-04:00,10000000.0,10000000.0,,,0,0.0,0.0,0,0.0,,0.0,2718.7,2734.62,0.0,0.0
2018-06-04 09:30:00-04:00,10000000.0,10000000.0,,,0,0.0,0.0,0,0.0,,0.0,2741.67,2746.87,0.0,0.0
2018-06-05 09:30:00-04:00,10000000.0,10000000.0,,,0,0.0,0.0,0,0.0,,0.0,2748.46,2748.8,0.0,0.0
2018-06-06 09:30:00-04:00,10000000.0,10000000.0,,,0,0.0,0.0,0,0.0,,0.0,2753.25,2772.35,0.0,0.0
2018-06-07 09:30:00-04:00,10000000.0,10000000.0,,,0,0.0,0.0,0,0.0,,0.0,2774.84,2770.37,-0.0,0.0
2018-06-08 09:30:00-04:00,10000000.0,10000000.0,,,0,0.0,0.0,0,0.0,,0.0,2765.84,2779.03,0.0,-0.0
2018-06-11 09:30:00-04:00,10000000.0,10000000.0,,,0,0.0,0.0,0,0.0,,0.0,2780.18,2782.0,0.0,0.0
2018-06-12 09:30:00-04:00,10000000.0,10000000.0,,,0,0.0,0.0,0,0.0,,0.0,2785.6,2786.85,0.0,0.0
2018-06-13 09:30:00-04:00,10000000.0,10000000.0,,,0,0.0,0.0,0,0.0,,0.0,2787.94,2775.63,0.0,0.0
2018-06-14 09:30:00-04:00,10000000.0,10000000.0,,,0,0.0,0.0,0,0.0,,0.0,2783.21,2782.49,0.0,0.0
2018-06-15 09:30:00-04:00,10000000.0,10000000.0,,,0,0.0,0.0,0,0.0,,0.0,2777.78,2779.66,-0.0,-0.0
2018-06-18 09:30:00-04:00,10000000.0,10000000.0,,,0,0.0,0.0,0,0.0,,0.0,2765.79,2773.75,-0.0,-0.0
2018-06-19 09:30:00-04:00,10000000.0,10000000.0,,,0,0.0,0.0,0,0.0,,0.0,2752.01,2762.59,-0.0,-0.0
2018-06-20 09:30:00-04:00,10000000.0,10000000.0,,,0,0.0,0.0,0,0.0,,0.0,2769.73,2767.32,0.0,0.0
2018-06-21 09:30:00-04:00,10000000.0,10000000.0,,,0,0.0,0.0,0,0.0,,0.0,2769.28,2749.76,-0.0,0.0
2018-06-22 09:30:00-04:00,10000000.0,10000000.0,,,0,0.0,0.0,0,0.0,,0.0,2760.79,2754.88,0.0,0.0
2018-06-25 09:30:00-04:00,10000000.0,10000000.0,,,0,0.0,0.0,0,0.0,,0.0,2742.94,2717.07,-0.0,-0.0
2018-06-26 09:30:00-04:00,10000000.0,10000000.0,,,0,0.0,0.0,0,0.0,,0.0,2722.12,2723.06,0.0,0.0
2018-06-27 09:30:00-04:00,10000000.0,10000000.0,,,0,0.0,0.0,0,0.0,,0.0,2728.45,2699.63,-0.0,0.0
2018-06-28 09:30:00-04:00,10000000.0,10000000.0,,,0,0.0,0.0,0,0.0,,0.0,2698.69,2716.31,0.0,-0.0
2018-06-29 09:30:00-04:00,10000000.0,10000000.0,,,0,0.0,0.0,0,0.0,,0.0,2727.13,2718.37,0.0,0.0
2018-07-02 09:30:00-04:00,10000000.0,10000000.0,,,0,0.0,0.0,0,0.0,,0.0,2704.95,2726.71,0.0,-0.0
2018-07-03 09:30:00-04:00,10000000.0,10000000.0,,,0,0.0,0.0,0,0.0,,0.0,2733.27,2713.22,-0.0,0.0
2018-07-05 09:30:00-04:00,10000000.0,10000000.0,,,0,0.0,0.0,0,0.0,,0.0,2724.19,2736.61,0.0,0.0
2018-07-06 09:30:00-04:00,10000000.0,10000000.0,,,0,0.0,0.0,0,0.0,,0.0,2737.68,2759.82,0.0,0.0
2018-07-09 09:30:00-04:00,10000000.0,10000000.0,,,0,0.0,0.0,0,0.0,,0.0,2775.62,2784.17,0.0,0.0
2018-07-10 09:30:00-04:00,10000000.0,10000000.0,,,0,0.0,0.0,0,0.0,,0.0,2788.56,2793.84,0.0,0.0
2018-07-11 09:30:00-04:00,10000000.0,10000000.0,,,0,0.0,0.0,0,0.0,,0.0,2779.82,2774.02,-0.0,-0.0
2018-07-12 09:30:00-04:00,10000000.0,10000000.0,,,0,0.0,0.0,0,0.0,,0.0,2783.14,2798.29,0.0,0.0
