Date,PortfolioValueAtOpen,PortfolioValue,Transactions,open_positions_at_the_end,long_positions_values,short_positions_values,locked_balance_at_open,long_positions_value_at_open,short_positions_value_at_open,net_exposure,daily_return,MarketIndexOpen,MarketIndexClose,rolling_B,rolling_B_overnight
2017-09-26 09:30:00-04:00,10000000.0,10000000.0,,,0,0.0,0.0,0,0.0,,,2501.04,2496.84,,
2017-09-27 09:30:00-04:00,10000000.0,10000000.0,,,0,0.0,0.0,0,0.0,,0.0,2503.3,2507.04,,
2017-09-28 09:30:00-04:00,10000000.0,10000000.0,,,0,0.0,0.0,0,0.0,,0.0,2503.41,2510.06,,
2017-09-29 09:30:00-04:00,10000000.0,10000000.0,,,0,0.0,0.0,0,0.0,,0.0,2509.96,2519.36,,
2017-10-02 09:30:00-04:00,10000000.0,10000000.0,,,0,0.0,0.0,0,0.0,,0.0,2521.2,2529.12,,
2017-10-03 09:30:00-04:00,10000000.0,10000000.0,,,0,0.0,0.0,0,0.0,,0.0,2530.34,2534.58,,
2017-10-04 09:30:00-04:00,10000000.0,10000000.0,,,0,0.0,0.0,0,0.0,,0.0,2533.48,2537.74,,
2017-10-05 09:30:00-04:00,10000000.0,10000000.0,,,0,0.0,0.0,0,0.0,,0.0,2540.86,2552.07,,
2017-10-06 09:30:00-04:00,10000000.0,10000000.0,,,0,0.0,0.0,0,0.0,,0.0,2547.44,2549.33,,
2017-10-09 09:30:00-04:00,10000000.0,10000000.0,,,0,0.0,0.0,0,0.0,,0.0,2551.39,2544.73,,
2017-10-10 09:30:00-04:00,10000000.0,10000000.0,,,0,0.0,0.0,0,0.0,,0.0,2549.99,2550.64,,
2017-10-11 09:30:00-04:00,10000000.0,10000000.0,,,0,0.0,0.0,0,0.0,,0.0,2550.62,2555.24,,
2017-10-12 09:30:00-04:00,10000000.0,10000000.0,,,0,0.0,0.0,0,0.0,,0.0,2552.88,2550.93,,
2017-10-13 09:30:00-04:00,10000000.0,10000000.0,,,0,0.0,0.0,0,0.0,,0.0,2555.66,2553.17,,
2017-10-16 09:30:00-04:00,10000000.0,10000000.0,,,0,0.0,0.0,0,0.0,,0.0,2555.57,2557.64,,
2017-10-17 09:30:00-04:00,10000000.0,10000000.0,,,0,0.0,0.0,0,0.0,,0.0,2557.17,2559.36,,
2017-10-18 09:30:00-04:00,10000000.0,10000000.0,,,0,0.0,0.0,0,0.0,,0.0,2562.87,2561.26,,
2017-10-19 09:30:00-04:00,10000000.0,10000000.0,,,0,0.0,0.0,0,0.0,,0.0,2553.39,2562.1,,
2017-10-20 09:30:00-04:00,10000000.0,10000000.0,,,0,0.0,0.0,0,0.0,,0.0,2567.56,2575.21,,
2017-10-23 09:30:00-04:00,10000000.0,10000000.0,,,0,0.0,0.0,0,0.0,,0.0,2578.08,2564.98,,
2017-10-24 09:30:00-04:00,10000000.0,10000000.0,,,0,0.0,0.0,0,0.0,,0.0,2568.66,2569.13,,
2017-10-25 09:30:00-04:00,10000000.0,10000000.0,,,0,0.0,0.0,0,0.0,,0.0,2566.52,2557.15,,
2017-10-26 09:30:00-04:00,10000000.0,10000000.0,,,0,0.0,0.0,0,0.0,,0.0,2560.08,2560.4,,
2017-10-27 09:30:00-04:00,10000000.0,10000000.0,,,0,0.0,0.0,0,0.0,,0.0,2570.26,2581.07,,
2017-10-30 09:30:00-04:00,10000000.0,10000000.0,,,0,0.0,0.0,0,0.0,,0.0,2577.75,2572.83,,
2017-10-31 09:30:00-04:00,10000000.0,10000000.0,,,0,0.0,0.0,0,0.0,,0.0,2575.99,2575.26,,
2017-11-01 09:30:00-04:00,10000000.0,10000000.0,,,0,0.0,0.0,0,0.0,,0.0,2583.21,2579.36,,
2017-11-02 09:30:00-04:00,10000000.0,10000000.0,,,0,0.0,0.0,0,0.0,,0.0,2579.46,2579.85,,
2017-11-03 09:30:00-04:00,10000000.0,10000000.0,,,0,0.0,0.0,0,0.0,,0.0,2581.93,2587.84,,
2017-11-06 09:30:00-05:00,10000000.0,10000000.0,,,0,0.0,0.0,0,0.0,,0.0,2587.47,2591.13,,
2017-11-07 09:30:00-05:00,10000000.0,10000000.0,,,0,0.0,0.0,0,0.0,,0.0,2592.11,2590.64,,
2017-11-08 09:30:00-05:00,10000000.0,10000000.0,,,0,0.0,0.0,0,0.0,,0.0,2588.71,2594.38,,
2017-11-09 09:30:00-05:00,10000000.0,10000000.0,,,0,0.0,0.0,0,0.0,,0.0,2584.0,2584.62,,
2017-11-10 09:30:00-05:00,10000000.0,10000000.0,,,0,0.0,0.0,0,0.0,,0.0,2580.18,2582.3,,
2017-11-13 09:30:00-05:00,10000000.0,10000000.0,,,0,0.0,0.0,0,0.0,,0.0,2576.53,2584.84,,
2017-11-14 09:30:00-05:00,10000000.0,10000000.0,,,0,0.0,0.0,0,0.0,,0.0,2577.75,2578.87,,
2017-11-15 09:30:00-05:00,10000000.0,10000000.0,,,0,0.0,0.0,0,0.0,,0.0,2569.45,2564.62,,
2017-11-16 09:30:00-05:00,10000000.0,10000000.0,,,0,0.0,0.0,0,0.0,,0.0,2572.95,2585.64,,
2017-11-17 09:30:00-05:00,10000000.0,10000000.0,,,0,0.0,0.0,0,0.0,,0.0,2582.94,2578.85,,
2017-11-20 09:30:00-05:00,10000000.0,10000000.0,,,0,0.0,0.0,0,0.0,,0.0,2579.49,2582.14,,
2017-11-21 09:30:00-05:00,10000000.0,10000000.0,,,0,0.0,0.0,0,0.0,,0.0,2589.17,2599.03,,
2017-11-22 09:30:00-05:00,10000000.0,10000000.0,,,0,0.0,0.0,0,0.0,,0.0,2600.31,2597.08,,
2017-11-24 09:30:00-05:00,10000000.0,10000000.0,,,0,0.0,0.0,0,0.0,,0.0,2600.42,2602.42,,
2017-11-27 09:30:00-05:00,10000000.0,10000000.0,,,0,0.0,0.0,0,0.0,,0.0,2602.66,2601.42,,
2017-11-28 09:30:00-05:00,10000000.0,10000000.0,,,0,0.0,0.0,0,0.0,,0.0,2605.94,2627.04,,
2017-11-29 09:30:00-05:00,10000000.0,10000000.0,,,0,0.0,0.0,0,0.0,,0.0,2627.82,2626.07,,
2017-11-30 09:30:00-05:00,10000000.0,10000000.0,,,0,0.0,0.0,0,0.0,,0.0,2633.93,2647.58,,
2017-12-01 09:30:00-05:00,10000000.0,10000000.0,,,0,0.0,0.0,0,0.0,,0.0,2645.1,2642.22,,
2017-12-04 09:30:00-05:00,10000000.0,10000000.0,,,0,0.0,0.0,0,0.0,,0.0,2657.19,2639.44,,
2017-12-05 09:30:00-05:00,10000000.0,10000000.0,,,0,0.0,0.0,0,0.0,,0.0,2639.78,2629.57,,
2017-12-06 09:30:00-05:00,10000000.0,10000000.0,,,0,0.0,0.0,0,0.0,,0.0,2626.24,2629.27,,
2017-12-07 09:30:00-05:00,10000000.0,10000000.0,,,0,0.0,0.0,0,0.0,,0.0,2628.38,2636.98,,
2017-12-08 09:30:00-05:00,10000000.0,10000000.0,,,0,0.0,0.0,0,0.0,,0.0,2646.21,2651.5,,
2017-12-11 09:30:00-05:00,10000000.0,10000000.0,,,0,0.0,0.0,0,0.0,,0.0,2652.19,2659.99,,
2017-12-12 09:30:00-05:00,10000000.0,10000000.0,,,0,0.0,0.0,0,0.0,,0.0,2661.73,2664.11,,
2017-12-13 09:30:00-05:00,10000000.0,10000000.0,,,0,0.0,0.0,0,0.0,,0.0,2667.59,2662.85,,
2017-12-14 09:30:00-05:00,10000000.0,10000000.0,,,0,0.0,0.0,0,0.0,,0.0,2665.87,2652.01,,
2017-12-15 09:30:00-05:00,10000000.0,10000000.0,,,0,0.0,0.0,0,0.0,,0.0,2660.63,2675.81,,
2017-12-18 09:30:00-05:00,10000000.0,10000000.0,,,0,0.0,0.0,0,0.0,,0.0,2685.92,2690.16,,
2017-12-19 09:30:00-05:00,10000000.0,10000000.0,,,0,0.0,0.0,0,0.0,,0.0,2692.71,2681.47,,
2017-12-20 09:30:00-05:00,10000000.0,10000000.0,,,0,0.0,0.0,0,0.0,,0.0,2688.18,2679.25,,
2017-12-21 09:30:00-05:00,10000000.0,10000000.0,,,0,0.0,0.0,0,0.0,,0.0,2683.02,2684.57,,
2017-12-22 09:30:00-05:00,10000000.0,10000000.0,,,0,0.0,0.0,0,0.0,,0.0,2684.22,2683.34,,
2017-12-26 09:30:00-05:00,10000000.0,10000000.0,,,0,0.0,0.0,0,0.0,,0.0,2679.09,2680.5,,
2017-12-27 09:30:00-05:00,10000000.0,10000000.0,,,0,0.0,0.0,0,0.0,,0.0,2682.1,2682.62,,
2017-12-28 09:30:00-05:00,10000000.0,10000000.0,,,0,0.0,0.0,0,0.0,,0.0,2686.1,2687.54,,
2017-12-29 09:30:00-05:00,10000000.0,10000000.0,,,0,0.0,0.0,0,0.0,,0.0,2689.15,2673.61,-0.0,0.0
2018-01-02 09:30:00-05:00,10000000.0,10000000.0,,,0,0.0,0.0,0,0.0,,0.0,2683.73,2695.81,0.0,0.0
2018-01-03 09:30:00-05:00,10000000.0,10000000.0,,,0,0.0,0.0,0,0.0,,0.0,2697.85,2713.06,0.0,0.0
2018-01-04 09:30:00-05:00,10000000.0,10000000.0,,,0,0.0,0.0,0,0.0,,0.0,2719.31,2723.99,0.0,0.0
2018-01-05 09:30:00-05:00,10000000.0,10000000.0,,,0,0.0,0.0,0,0.0,,0.0,2731.33,2743.15,0.0,0.0
2018-01-08 09:30:00-05:00,10000000.0,10000000.0,,,0,0.0,0.0,0,0.0,,0.0,2742.67,2747.71,0.0,-0.0
2018-01-09 09:30:00-05:00,10000000.0,10000000.0,,,0,0.0,0.0,0,0.0,,0.0,2751.15,2751.29,0.0,0.0
2018-01-10 09:30:00-05:00,10000000.0,10000000.0,,,0,0.0,0.0,0,0.0,,0.0,2745.55,2748.23,-0.0,-0.0
2018-01-11 09:30:00-05:00,10000000.0,10000000.0,,,0,0.0,0.0,0,0.0,,0.0,2752.97,2767.56,0.0,0.0
2018-01-12 09:30:00-05:00,10000000.0,10000000.0,,,0,0.0,0.0,0,0.0,,0.0,2770.18,2786.24,0.0,0.0
2018-01-16 09:30:00-05:00,10000000.0,10000000.0,,,0,0.0,0.0,0,0.0,,0.0,2798.96,2776.42,-0.0,0.0
2018-01-17 09:30:00-05:00,10000000.0,10000000.0,,,0,0.0,0.0,0,0.0,,0.0,2784.99,2802.56,0.0,0.0
2018-01-18 09:30:00-05:00,10000000.0,10000000.0,,,0,0.0,0.0,0,0.0,,0.0,2802.4,2798.03,-0.0,-0.0
2018-01-19 09:30:00-05:00,10000000.0,10000000.0,,,0,0.0,0.0,0,0.0,,0.0,2802.6,2810.3,0.0,0.0
2018-01-22 09:30:00-05:00,10000000.0,10000000.0,,,0,0.0,0.0,0,0.0,,0.0,2809.16,2832.97,0.0,-0.0
2018-01-23 09:30:00-05:00,10000000.0,10000000.0,,,0,0.0,0.0,0,0.0,,0.0,2835.05,2839.13,0.0,0.0
2018-01-24 09:30:00-05:00,10000000.0,10000000.0,,,0,0.0,0.0,0,0.0,,0.0,2845.42,2837.54,-0.0,0.0
2018-01-25 09:30:00-05:00,10000000.0,10000000.0,,,0,0.0,0.0,0,0.0,,0.0,2846.24,2839.25,0.0,0.0
2018-01-26 09:30:00-05:00,10000000.0,10000000.0,,,0,0.0,0.0,0,0.0,,0.0,2847.48,2872.87,0.0,0.0
2018-01-29 09:30:00-05:00,10000000.0,10000000.0,,,0,0.0,0.0,0,0.0,,0.0,2867.23,2853.53,-0.0,-0.0
2018-01-30 09:30:00-05:00,10000000.0,10000000.0,,,0,0.0,0.0,0,0.0,,0.0,2832.74,2822.43,-0.0,-0.0
2018-01-31 09:30:00-05:00,10000000.0,10000000.0,,,0,0.0,0.0,0,0.0,,0.0,2832.41,2823.81,0.0,0.0
2018-02-01 09:30:00-05:00,10000000.0,10000000.0,,,0,0.0,0.0,0,0.0,,0.0,2816.45,2821.98,-0.0,-0.0
2018-02-02 09:30:00-05:00,10000000.0,10000000.0,,,0,0.0,0.0,0,0.0,,0.0,2808.92,2762.13,-0.0,-0.0
2018-02-05 09:30:00-05:00,10000000.0,10000000.0,,,0,0.0,0.0,0,0.0,,0.0,2741.06,2648.94,-0.0,-0.0
2018-02-06 09:30:00-05:00,10000000.0,10000000.0,,,0,0.0,0.0,0,0.0,,0.0,2614.78,2695.14,0.0,-0.0
2018-02-07 09:30:00-05:00,10000000.0,10000000.0,,,0,0.0,0.0,0,0.0,,0.0,2690.95,2681.66,-0.0,-0.0
2018-02-08 09:30:00-05:00,10000000.0,10000000.0,,,0,0.0,0.0,0,0.0,,0.0,2685.01,2581.0,-0.0,0.0
2018-02-09 09:30:00-05:00,10000000.0,10000000.0,,,0,0.0,0.0,0,0.0,,0.0,2601.78,2619.55,0.0,0.0
2018-02-12 09:30:00-05:00,10000000.0,10000000.0,,,0,0.0,0.0,0,0.0,,0.0,2636.75,2656.0,0.0,0.0
2018-02-13 09:30:00-05:00,10000000.0,10000000.0,,,0,0.0,0.0,0,0.0,,0.0,2646.27,2662.94,0.0,-0.0
2018-02-14 09:30:00-05:00,10000000.0,10000000.0,,,0,0.0,0.0,0,0.0,,0.0,2651.21,2698.63,0.0,-0.0
2018-02-15 09:30:00-05:00,10000000.0,10000000.0,,,0,0.0,0.0,0,0.0,,0.0,2713.46,2731.2,0.0,0.0
2018-02-16 09:30:00-05:00,10000000.0,10000000.0,,,0,0.0,0.0,0,0.0,,0.0,2727.14,2732.22,0.0,-0.0
2018-02-20 09:30:00-05:00,10000000.0,10000000.0,,,0,0.0,0.0,0,0.0,,0.0,2722.99,2716.26,-0.0,-0.0
2018-02-21 09:30:00-05:00,10000000.0,10000000.0,,,0,0.0,0.0,0,0.0,,0.0,2720.53,2701.33,-0.0,0.0
2018-02-22 09:30:00-05:00,10000000.0,10000000.0,,,0,0.0,0.0,0,0.0,,0.0,2710.42,2703.96,0.0,0.0
2018-02-23 09:30:00-05:00,10000000.0,10000000.0,,,0,0.0,0.0,0,0.0,,0.0,2715.8,2747.3,0.0,0.0
2018-02-26 09:30:00-05:00,10000000.0,10000000.0,,,0,0.0,0.0,0,0.0,,0.0,2757.37,2779.6,0.0,0.0
2018-02-27 09:30:00-05:00,10000000.0,10000000.0,,,0,0.0,0.0,0,0.0,,0.0,2780.45,2744.28,-0.0,0.0
2018-02-28 09:30:00-05:00,10000000.0,10000000.0,,,0,0.0,0.0,0,0.0,,0.0,2753.78,2713.83,-0.0,0.0
2018-03-01 09:30:00-05:00,10000000.0,10000000.0,,,0,0.0,0.0,0,0.0,,0.0,2715.22,2677.67,-0.0,0.0
2018-03-02 09:30:00-05:00,10000000.0,10000000.0,,,0,0.0,0.0,0,0.0,,0.0,2658.89,2691.25,0.0,-0.0
2018-03-05 09:30:00-05:00,10000000.0,10000000.0,,,0,0.0,0.0,0,0.0,,0.0,2681.06,2720.94,0.0,-0.0
2018-03-06 09:30:00-05:00,10000000.0,10000000.0,,,0,0.0,0.0,0,0.0,,0.0,2730.18,2728.12,0.0,0.0
2018-03-07 09:30:00-05:00,10000000.0,10000000.0,,,0,0.0,0.0,0,0.0,,0.0,2710.18,2726.8,-0.0,-0.0
2018-03-08 09:30:00-05:00,10000000.0,10000000.0,,,0,0.0,0.0,0,0.0,,0.0,2732.75,2738.97,0.0,0.0
2018-03-09 09:30:00-05:00,10000000.0,10000000.0,,,0,0.0,0.0,0,0.0,,0.0,2752.91,2786.57,0.0,0.0
2018-03-12 09:30:00-04:00,10000000.0,10000000.0,,,0,0.0,0.0,0,0.0,,0.0,2790.54,2783.02,-0.0,0.0
2018-03-13 09:30:00-04:00,10000000.0,10000000.0,,,0,0.0,0.0,0,0.0,,0.0,2792.31,2765.31,-0.0,0.0
2018-03-14 09:30:00-04:00,10000000.0,10000000.0,,,0,0.0,0.0,0,0.0,,0.0,2774.06,2749.48,-0.0,0.0
2018-03-15 09:30:00-04:00,10000000.0,10000000.0,,,0,0.0,0.0,0,0.0,,0.0,2754.27,2747.33,-0.0,0.0
2018-03-16 09:30:00-04:00,10000000.0,10000000.0,,,0,0.0,0.0,0,0.0,,0.0,2750.57,2752.01,0.0,0.0
