,symbol,signal,potential_fill_price,order_type,priority,risk_adjuster,Date,market,status
0,TSLA,1,323.63,MOO,9,0.05,2025-06-30,US-Equity-SNP,pending
1,NRG,-1,162.67,MOO,7,0.05,2025-06-30,US-Equity-SNP,pending
2,AAP,-1,46.5,MOO,0,0.05,2025-06-30,US-Equity-SNP,pending
3,GE,-1,254.51,MOO,3,0.05,2025-06-30,US-Equity-SNP,pending
4,NEM,-1,56.76,MOO,6,0.05,2025-06-30,US-Equity-SNP,pending
5,DXCM,1,86.33,MOO,3,0.05,2025-06-30,US-Equity-SNP,pending
6,LHX,-1,246.98,MOO,4,0.05,2025-06-30,US-Equity-SNP,pending
7,PCG,1,13.99,MOO,7,0.05,2025-06-30,US-Equity-SNP,pending
8,DLTR,-1,98.7,MOO,2,0.05,2025-06-30,US-Equity-SNP,pending
9,EIX,1,50.97,MOO,4,0.05,2025-06-30,US-Equity-SNP,pending
10,SWKS,-1,74.8,MOO,9,0.05,2025-06-30,US-Equity-SNP,pending
11,CF,-1,90.99,MOO,1,0.05,2025-06-30,US-Equity-SNP,pending
12,ENPH,1,40.88,MOO,5,0.05,2025-06-30,US-Equity-SNP,pending
13,CAG,1,20.4,MOO,1,0.05,2025-06-30,US-Equity-SNP,pending
14,MOS,-1,35.32,MOO,5,0.05,2025-06-30,US-Equity-SNP,pending
15,AES,1,10.72,MOO,0,0.05,2025-06-30,US-Equity-SNP,pending
16,CZR,1,28.86,MOO,2,0.05,2025-06-30,US-Equity-SNP,pending
17,QRVO,-1,83.85,MOO,8,0.05,2025-06-30,US-Equity-SNP,pending
18,PAYC,1,227.23,MOO,6,0.05,2025-06-30,US-Equity-SNP,pending
19,SEDG,1,19.8,MOO,8,0.05,2025-06-30,US-Equity-SNP,pending
