,symbol,signal,potential_fill_price,order_type,priority,risk_adjuster,Date,market,status
0,AAPL,-1.0,237.33,MOO,0,0.1,2024-12-02,US-Equity-SNP,pending
1,ULTA,-1.0,386.64,MOO,1,0.1,2024-12-02,US-Equity-SNP,pending
2,JBHT,-1.0,189.11,MOO,2,0.1,2024-12-02,US-Equity-SNP,pending
