,symbol,signal,potential_fill_price,order_type,priority,risk_adjuster,Date,market,status
0,BMY,1.0,59.01,MOO,0,0.1,2025-03-17,US-Equity-SNP,pending
1,MAR,1.0,243.11,MOO,1,0.1,2025-03-17,US-Equity-SNP,pending
2,HLT,1.0,229.37,MOO,2,0.1,2025-03-17,US-Equity-SNP,pending
3,SYY,1.0,73.27,MOO,3,0.1,2025-03-17,US-Equity-SNP,pending
4,WBD,1.0,10.19,MOO,4,0.1,2025-03-17,US-Equity-SNP,pending
5,MOH,1.0,308.22,MOO,5,0.1,2025-03-17,US-Equity-SNP,pending
6,EXPE,1.0,162.11,MOO,6,0.1,2025-03-17,US-Equity-SNP,pending
7,GEN,1.0,27.03,MOO,7,0.1,2025-03-17,US-Equity-SNP,pending
